reflections,oracle,concepts,generated_summary_beam1,generated_summary_beam2,generated_summary_beam3,generated_summary_beam4,generated_summary_beam5
"Guilt analogy Error bounding is interesting and useful the idea of c and finding that error looked great to me nothing the topic itself hypothesis testing You stated that the concept of the error boundary is abstract however i got it very well Examples break for those who couldnt be able to be silent deciding whether or not our guess is correct through probability calculations was interesting The playing card example and the usage of the null and alternative hypothesis critical value for hypothesis testing determining the probability of the error while rejecting ho . because it was combining all the topics we have done The process of hypothesis testing Hypothesis testing null and alternative hypotesis Hypothesis testing Hypothesis test Examples made the subject clear Determining the critical value for error Good h0 and h1 Defining h0 and h1 Error bound ` c ' , which implicates our level of fail to reject . hypothesis testing and the exam question with f distribution the polio example is quite explanatory for the main idea H1 and Ho conditionss repeating everything Rejecting Hzero Your attitude is usually the most interesting part of the class :-RRB- i have never seen a that good teacher who watches the class and give a break when they need it . guessing hypothesis testing multiple variable sampling critical value for rejection proven guilty analogy in hypothesis testing decision mechanism and criteria of hypothesis testing hypothesis testing , especially the phrase ` presumed innocent untip proven guilty ' if we can not prove it is not true we can not reject it is true Baydogan finally check the students in the class . But i think it must be in every lecture even in the PS Testing whether the information we have is true or not with hypothesis testing method was interesting The analogy to innocent until proven guilty was really helpful . @extractive","Most students found the hypothesis testing the most interesting example , along with error bounding and rejection of the null hypothesis . The students found the guilt analogy very helpful , as well as the examples used to introduce the main ideas .","['multiple variable', 'exam question', 'hypothesis testing', 'main idea', 'playing card']",Most of the students found hypothesis testing and the examples interesting. Some others found the concept of Error Bound ` C'and the Hypothesis Testing Hypothethesis test interesting. A few students also found the Hypocrisy Test and the PS questions interesting.,"Most of the students found the concepts of hypothesis testing and error bound interesting. Some others enjoyed the examples, the null and alternative Hypothesis, and the PS questions. A few students also mentioned the analogy to innocent until proven guilty.","Most of the students found the concepts of Hypothesis Testing and Error Bound ` C'interesting. Some of them also enjoyed the examples, hypothesis testing, null and alternative hypothesis, H0 and H1, and the PS questions. A few students also mentioned the analogy to innocent until proven guilty.",Most of the students found the concepts of Hypothesis Testing and Error Bound interesting. Some of them also enjoyed the examples and concepts related to null and alternative hypotheses. A few students also mentioned the analogy to innocent until proven guilty and the PS questions.,Most of the students found hypothesis testing and the concepts of H0 and H1 very interesting. Some students also found the concept of Error Bound ` C'and null and alternative Hypothesis critical value for hypothesis testing interesting. A few students also mentioned the analogy to innocent until proven guilty.
"power of test nothing type 2 error Checkin which part on f graph Alfa and beta relations with sample size Nothing ps questions The ps was confusing the answers are solved differently not like in lesson writing down the probability where an upper/lower confidence bound F distribution - checking if variances of populations equal In f dist selecting sample as 1 2 everything was clear Ps :-LRB- Hypothesis in f distribution what portion of f graph must be considered for different values ps hour ps lesson Use of f dustribution in hypothesis testing f distribution looking to the bigger side -LRB- I understood it though it was little tricky -RRB- 2 question of ps Ps assistant solves the problems differently than the lecturer PS questions Ps Asistant The assistant Zeynep Şuvak gave us the PS solutions , but When she solving problems , she made lots of mistake and this situation made me confused just before the quiz2 . Blaming her is not my intention , but she must improve herself in giving the correct solutions . solving the problem f distribution At ps hours , we calculated confidence intervals with an alternative way which is based on memorizing some techniques . At class we were inferring those results from the beginning . ps was very complicated Type 2 error F distribution Critical value chi sq dist hypothesis nothing f distribution comparing two variances almost everything about ps was confusing balancing type1 and type2 error Last example type 2 error why we choose the other interval for f distribution reject and fail to reject concept No knowing whether to look for values greater or less than your test statistic @extractive","Most students had trouble with ps questions . Otherwise , confusion was scattered . Of those confused , F distribution was a trouble point , along with type 2 error and finding the confidence interval .","['confidence interval', 'sample size', 'hypothesis testing', 'test statistic']","Most of the students found the PS questions and problem challenging. Some students also struggled with F Distribution, Type II Error, and confidence intervals. Some others had trouble with Alfa and Beta relations.","Most of the students struggled with the PS questions, especially the 2 questions of PS. Some students also had trouble with F Distribution, Type 2 Error, and confidence intervals. Some others had trouble calculating confidence intervals and comparing two variances of populations.","The students struggled with the PS questions, F Distribution, Type II error, and confidence intervals. They also had trouble with Alfa and Beta relations. Some of them also struggled with PS concepts.","The students struggled with the PS questions, F Distribution, Type II error, and confidence intervals. They also struggled with Alfa and Beta relations. Some students also had trouble with the problem of comparing two variances.","The students struggled with the PS questions, F Distribution, and Type 2 Error. They also struggled with confidence intervals, Alfa and Beta relations, and the problem of comparing two variances of populations."
Interval estimation problem seeing how to find upper or lower bounds Nothing i was good for me to see a topic i can remember from my high school Deriving limits of estimations from normal tandım variate inequalities interval estimation of the distribution The example with truw weight interval calculation was interesting Nothing Finding the confidence interval Development of the different formulas to calculate upper and lower bounds of the confidence interval upper and lower confidence bounds of two samples Figure out the deeper part of r programming I can faster make transition between distributions . interval estimation in t-distrubition the example İnterval estimation None interval estimation Nothing solution of the first homework Being able to simplify estimations by turning them into standart normal turning equations into standard normal interval estimate is interesting Nope Main transformation logic was clearly explained Driving every formula Nothing It was good that we had example from each type of distributşons today interval estimation one sided interval the relationship b/w interval estimation and sampling distribution the example we solved was interesting and helpful distribution of mean differences were different interval estimation Norhing Vvvv one sided and two sided interval estimate point estation of interval estimation nothing Finding intervals by transforming to a known random variable was interesting Finding the confidence interval @extractive,"In this lecture , students enjoyed interval estimations , finding confidence intervals and upper and lower bounds , and using one-sided intervals . Students liked the examples given in class .","['confidence interval', 'interval estimation', 'sampling distribution', 'random variable', 'interval estimate']","Most of the students found interval estimation and confidence intervals interesting. Some students also found the example of the one-sided interval and the two-sided intervals interesting, and the transformation logic of interval estimation interesting.",Most of the students found interval estimation and confidence intervals interesting. Some students also found the example of the one-sided interval and sampling distribution interesting. A few students also enjoyed the examples of standard intervals and t-distribution.,Most of the students found interval estimation and confidence intervals interesting. Some of them also found the example of the one-sided interval and sampling distribution interesting. A few students were interested in standard intervals and the example with truw weight.,Most of the students found interval estimation and confidence intervals interesting. Some students also found the example of the one-sided interval and sampling distribution interesting. A few students were interested in T-distributions and transformation logic.,Most of the students found interval estimation and confidence intervals interesting. Some students also found the example of the one-sided interval and sampling distribution interesting. A few students were interested in T-distributions and transformation logic.
"Comparing two samples with making them one nothing chi square goodness of fit test Using chidquared random variable for a fit test Nothing , sorry :-LRB- finding the measurement of error in multinormal distribution We compared two samples and make hypothesis testing calculating error through chi square distribution Chi square distribution testing Goodness chisquare Chi square goodness of fit test chi square goodness Goodness fit test simulation chisquare goodness of fit test comparing multiple samples Paired observations ' variance was interesting goodness of fit test Paired experiments nothing simulation multinomial distribution Multi dimensional samples goodness fit test @extractive",Most students liked using the chi square distribution to determine goodness of fit . Several others also liked hypothesis testing on multiple samples and the multinomial distribution . A few others liked simulations and paired observations,"['chi square distribution', 'multinomial distribution', 'goodness fit test', 'random variable', 'chi square', 'hypothesis testing', 'normal distribution', 'fit test']","Approximately 30 % of students found the chi square goodness of fit test interesting. A handful of students also found the paired experiments interesting. Finally, a few students found multinomial distribution and variance interesting.","Approximately 30 % of students found the chi square goodness of fit test interesting. A handful of students also enjoyed the paired experiments, and a few students liked the multinomial distribution. A few students also found nothing interesting.","Most of the students found the chi square goodness of fit test interesting. Some students also enjoyed the paired experiments, multinomial distribution, paired observations, and nothing. A few students also found nothing interesting. A couple students also liked the multivariate distribution and variance.","Most of the students found the chi square goodness of fit test interesting. Some students also enjoyed the paired experiments, multinomial distribution, paired observations, and nothing. A few students also found nothing interesting.","Approximately 30 % of students found the chi square goodness of fit test interesting. A handful of students also found paired experiments interesting. Finally, a few students found multinomial distribution, paired observations, and variance was interesting."
"only the last part with the confidence interval thenformula for the mse and how it is realted to bias and variance interval estimation Desciding how to decide on a certain location measure to make point estimation how to decide x - or x ~ almost nothing :-LRB- because I had a quiz after the lecture I think nothing was interesting today sorry :-LRB- point estimation İnterval estimation and its benefits . The derivation of MSE was interesting . Point estimators effect on variance and reliability Interval estimates Biased estimator Bias of an estimator Bias and Mean Square Error point estimate . despite of using a given number we used our statistics -LRB- teta -RRB- , which gives me an broader insight about statistics course in a creative way . Project delivery nothing Interval Estimation İnterval estimation The effect of bias on research projects and how to overcome them Point estimation None bias difference between median and mean were interesting No sampling from population I think the statistics course focuses on the similar points . I think there was not anything interesting interval estimation exercises interval estimation is more interesting than point estimation point estimate Bias and MSE Teta repeating everything Bias variable estimations features of estimator Well , explanation of the relationship between population parameters and statistics was interesting and useful describing estimation of mean twice interval estimation Interval estimation the bias and the variance bias Mean square error was an interesting point that we derived that it is equal to the bias square plus variance which are the performance measure for an estimator interval estimation -- @extractive","The bias of an estimator and possible causes was a popular topic . Point estimation , interval estimation , and mean square error were almost as popular .","['variance bias', 'confidence interval', 'location measure', 'interval estimation', 'broader insight', 'bias difference', 'population parameter', 'square error', 'performance measure']",Most of the students found interval estimation and point estimation interesting. Some others found bias and variance estimators interesting. A few students also found sampling from population and MSE interesting.,Most of the students found interval estimation and point estimation interesting. Some students also found bias and variance estimators interesting. A few students also mentioned sampling from population and the derivation of MSE.,Most of the students found interval estimation and point estimation interesting. Some others found bias and variance estimators interesting. A few students also found sampling from population and the derivation of MSE interesting.,Most of the students found interval estimation and point estimation interesting. Some others found bias and variance estimators interesting. A few students also found MSE and bias difference between median and mean interesting.,Most of the students found interval estimation and point estimation interesting. Some others found bias and variance estimators interesting. A few students also found sampling from population and the derivation of MSE interesting.
"Use of confidence intervals was incompleted last minutes of the lecture was a bit unclear where we use H1 calculating lower bound The example which was about lower bounds significance level was confusing , a or 1-a ? ? Nothing Confidence interval was a little bit confusing type 1 error Last part when m is lower than u I had troubles concentrating so p point What is z-alpha exactly ? Upper lower alfa the very last part of the lecture confidence level for hypothesis testing the last thing . confidence intervals finding confidence interval in hypothesis testing Significance level Last part Nothing I think today was pretty straightforward Lowerbound last part , using confidence interval Nothing Lower Bound Lower bound comparing p and c muddiest point was confidence interval method for hypothesis testing upper lower bound lower bound and confidence interval was confusing . The last part related to the ` confidential inteval ' caused some confusion Nothing confidence level Last thing we did -LRB- lower or upper bound confusion -RRB- Lower bound nothing P value using confidence interval in hypothesis testing decision of lower or upper bound for confidence interval last example and graphic all lecture Confidence Interval to perform hypothesis testing nothing Critical value and p value difference The last topic covering confidence intervals was confusing Finding the lower bound @extractive","In this class , students had trouble with confidence intervals , finding lower bounds , and whatever was taught at the very end of class . Students also had some problems with pvalue and critical values .","['confidence level', 'confidence interval', 'significance level', 'hypothesis testing']","Most of the students found confidence intervals and lower bound confusing. Some students also had trouble with confidence level, significance level, and the last part of lecture.","Most of the students found confidence intervals and lower bound confusing. Some students also had trouble with confidence level, significance level, and the last part of lecture. A few students also struggled with the last example, and finding confidence intervals.","Most of the students found confidence intervals and lower bound confusing. Some students also had trouble with confidence level, significance level, and the last part of lecture. A few students also struggled with the last example and finding confidence intervals.","Most of the students found confidence intervals, lower bound, and confidence interval confusing. Some students also had trouble with the last part of lecture. A few students also struggled with significance level, critical value, and p value.","Most of the students found confidence intervals, lower bound, and confidence interval confusing. Some students also had trouble with the last part of lecture. A few students also struggled with significance level and the last example."
"The topic will be more clear in the Friday 's lesson , I hope solutions to the ps problems and the explaining of them felt a bit rushed it woukd have been better if we had more time 2 . question in ps Definitions arent made yet and we ll make a review so No problem for now one and two sample estimation problems Homework explications were confusing for me I think estimating mu 's from x bars is something not trustworthy The last part i think ps hour is not enough , to solve every question assistant hurry a lot that was not in class but r studio must be taught Everything was clear . Estimators The circles with the different distributions and their expectation / differences R codes Since i couldnt follow i have no answer for this the difference of capital and small x-bar ?? i didnt get it median filtering implementation Clt Sample estimation I ca n't visualize where we will use point estimate etc. r code and matrices in r code There is no explanation in ps just writing from paper and confusing people choosing between different samples for the best estimated one Ps problem related to F distribution point estimate use of Rstudio needs more detail Making a new population estimator was quite hard . point estimate subject is a little bit confusing but i could understand it with the example Nothing There were not something confusing at all . Homework isvery confusing for me . I dont have any ideas about it . I dont know how i will do it . r programming How we can be sure about that the probability unconvincing or convincing ? For example why 0,77 is not convincing ? It seems like a high probability . the all R topics like rasterimage and i think that R should be covered more properly in class . t distribution the problem session . its the most useless part of the class , with the instructor going too fast , not explaining things clearly and just doing whatever she wants . and she doesnt even upload the solution to moodle I did not quite understand the teta thing . It is really confusing for me point estimate Difference between capital and small X it 's not about the lecture but i still find homework very difficult and confusing . parameters of guality on observor when calculating mean of the population dont knowing mean but guessing what is The least probability that WE can say The Event is probable Point estimate topic was a little bit abstract but I think we will elaborate on that in the next class I do n't quite understand point estimates , though I know we will go over it again on Friday . @extractive","Students were confused during the practice session and would like more detail . They had trouble understanding point estimates , and how to use rstudio . Students were also confused what the differences between capital and lowercase X values represented . Some did not understand what confidence intervals were acceptable .","['estimate subject', 'sample estimation']","Most of the students found the point estimate and the problem session as confusing. Some others had problems with R code, the problem sessions, and the lecture. Some students also had problems in the lecture, and some with the R studio.","Most of the students found the point estimate and the problem session as confusing. Some others had problems with R code, sample estimation, and nothing at all. A few students also had trouble with the lecture.","Most of the students found the point estimate and the problem session as confusing. Some others had problems with R code, sample estimation, and nothing at all.","Most of the students found the point estimate and the problem session as confusing. Some others had problems with R code, sample estimation, and nothing at all. A few students didn't understand the R studio, and one student had trouble with nothing.","Most of the students found the point estimate and the problem session as confusing. Some others had problems with R code, sample estimation, and nothing at all. A few students didn't understand the R studio, and one student had trouble with nothing."
"The blurry type 1 error was cleared type 1 error and confidience interval on error nothing comparing a with p value Your summary about two hypothesis testing methods Topic was the same as the one covered last week , so nothing . There are steps for type 1 error and we know when we can reject H0 hypothesis theory P value and hypothesis testing C value stuff The steps to try to reject the hypotheses Finding critical mean givn sample repeating type 1 error using different methods to determining the type 1 error was good . I like various ways while solving smt steps for hypothesis testing P value Hypothesis testing Alternative methods of hypothesis testing we can compare the probabilities and/or the value c with our sample result Pvalue was amazing Alternative method It was good lesson C value Rejecting hypothesis rejection region finding Today most interesting thing was trade off between type 1 and type 2 errors due to change in critical values type 1 error questions about type 1 error We learned different ways to comprehend ` fail to reject ' P value p value Nothing P value alternative hypothesis test Signifacance level critical point comparison of c amd p value was interesting alternative steps nearly nothing alternative steps for critical point and significance level type 1 error nothing Existence of an alternative solution by comparing the probabilities instead of the critical values P value @extractive","In this lecture students enjoyed learning about Type 1 error , P-values , Alternate steps for hypothesis testing , rejecting the null hypothesis , and the steps to hypothesis testing .","['hypothesis theory', 'significance level', 'sample result', 'hypothesis testing', 'alternative solution']","Most of the students found P-value and alternative methods of hypothesis testing interesting. Some others enjoyed Type 1 error, C-value, and critical point and significance level.","Most of the students found P-value, C-value and alternative methods of hypothesis testing interesting. Some students also enjoyed Type 1 error, critical point and hypothesis testing.","Most of the students found P-value, C-value and alternative methods of hypothesis testing interesting. Some others liked Type 1 error, critical point and hypothesis testing. A few students also found rejection of H0 hypothesis theory interesting.","Most of the students found P-value, C-value and alternative methods of hypothesis testing interesting. Some others liked Type 1 error, critical point and hypothesis testing. A few students also found rejection of H0 hypothesis theory interesting.","Most of the students found P-value, C-value and alternative methods of hypothesis testing interesting. Some students also enjoyed Type 1 error, critical point and significance level, and rejecting H0 hypotheses."
"lognormal was interesting as we had n't covered it before it was a nice review before midterm ps good answers for my ques6ions Comments on computed probabilities nothing equality of f dist F distribution got clear It was easy bro ask something harder How to solve questions easily The solutions of the questions that I could not solve Ps There was n't much interesting stuff today . Chi squared confidence interval usage of f distribution thanks to the study set , we prepared to exam . nothing , since today is ps hours lognormal Good understanding of exam bmw boxplot graphs were interesting Ps was useful 24th question . I could n't solve that problem and i understood the solution . Bias of S ^ 2 compare variance of populations lognormal There were nothing interesting since it was a ps lesson . f dist question Comparing sample mean and population mean technique lognormal lognormal Evalution of probabilities none exam ps questions two variablw probability deciding whether mean is true Solutions to variate problems study set questions before exam , lognormal the 23rd question t distribution was useful to solve problems before exam nothing Finding probabilities to estimate the correctness of the parameters was interesting but can be explained more Exam points @extractive","Most students found that having problems in preparation for the exam along with solutions was very helpful . Among topics , the log normal and the F distribution were the most popular , followed by the confidence interval and population mean/variance .","['confidence interval', 'nice review']","Most of the students found lognormal and PS interesting. Some others found F Distribution, Variance of Variance, and Chi Squared Confidence Interval interesting. A few students also found the study set questions and the problem of the day interesting.","Most of the students found lognormal, study set questions, and F Distribution interesting. Some students also found variablw probability, chi squared confidence interval, and Bias of S ^ 2 interesting.","Most of the students found lognormal, study set questions, and F Distribution interesting. Some students also found chi-squared confidence intervals, variablw probability, and Bias of S ^ 2 interesting.","Most of the students found Lognormal, F Distribution, and PS interesting. Some students also found Variance of Variance, Bias of S ^ 2, and Chi Squared Confidence interval interesting.","Most of the students found lognormal, study set questions, and F Distribution interesting. Some students also found variablw probability, chi squared confidence interval, and Bias of S ^ 2 interesting. A few students also enjoyed the exam questions."
"The definition of X-bar 's being the point estimate of the mean . it was useful seeing how the distributions are used in the problems in ps Nothing Giving examples over targets point estimate I think there was not something really interesting but ` the good of the bad ' was point estimate Target samples were interesting R part was interesting explanations for our questoins about homework point estimation the explanations for the homework on r were helpful and interesting . Par function to display multiple plot squares in single plot Point estimate Image as variable in R It was a boring lesson for me i couldnt follow it very well ` the target thing ' visualizing definitions was interesting How to implement median filtering Target example R homework What we should do in r for our homework , because I have some problems with r determining whether the info is right by assuming the info and using some dist . -LRB- f , chisquare . . -RRB- Homework solutions making new samole estimators The quality of an estimator point estimate point estimation the process of deciding among differen population estimators was quite interesting . point estimate I could n't find anything interesting Target representation of the estimator was helpful Central limit thm . RasterImage Convincing method of the arguments Nothing point estimate the coding part of the class explaining how to do the first question on the hw short explanation about the homework was very useful and interesting at the beginning of the lecture the problem that we covered last lecture the concept of estimator logic of estimations maybe using clt as general samples of variations point estimator The questions related to the homework are answered clearly . I found it helpful to ask questions about homework and here the answers . @extractive","In this lecture students were very interested in point estimates . They were also happy that they received explanations for their homework problems . Students thought the `` target '' example of point estimates was interesting , and also enjoyed learning about the concept of an estimator .",['single plot'],Most of the students found the homework and point estimate interesting. Some others found the R homework and the concepts of estimators and the problem that we discussed last lecture interesting.,"Most of the students found nothing interesting. Some of them found the homework, point estimate, and R part of the lecture interesting. A few others found nothing at all interesting.","Most of the students found nothing interesting. Some of them found the homework, point estimate, and R part of the lecture interesting. A few others found nothing at all interesting.","Most of the students found nothing interesting. Some of them found point estimate, R homework, and the problem that we discussed last lecture interesting. A few others found nothing at all interesting.","Most of the students found nothing interesting. Some of them found point estimate, R homework, and the problem that we discussed last lecture interesting. A few students also found the concept of estimators, target samples, and central limit of the estimator interesting."
"I ca n't understand the purpose of using those graph the normal probability plot is a little bit confusing , especially the straight line method . Nothing the points were ok to me The normal probability plot graph As it is a new one for me compared to other types it may require more review or explanation five number summary Boxplot Instructor was so good that I could n't find anything confusing I did not find anything confusing Pareto chart What these graphics show . The instructor can give more good examples It was generally not confusing but learning about how an histogram is constructed first confused me a bit but then I understood it . Boxplot Normal probability plots I think everything was clear The last question , where the mean is according to median . Nothing finding mean in theoretical dist :-LRB- Trying to understand the mean Median on the graphs to clearify the distributions No point Why do we use normal probability plot ? What is the difference between histogram and normal probability plot ? Normal probability plot I didnt find anything confusing particularly Nprmal distribution plotting Everything was easy and enough information i think I did n't quite understand the logic of box-plot . Why do we need it ? Nornal probabity plot Normal probability plot outliers and Extreme value concepts were n't clear for me . Box-and-whisker diagram I confused with the concept of histogram . boxplot and normal probability plot are more confusing everything was okay for me I was a little confused about the term ` mean ' and I was happy that the numerical example made it more clear . it was enough Nothing drawing normal prob plot Finding upper and lower quartiles normal probability plot normal probability plot Nothing the difference between mean and median Finding the mean and median in histograms confused me for a while . quartile the distance between quantile lines and according to what we draw them lack of practical , we need to solve more examples . where are each of these graphics useful Normal probability plot can be elaborated on more Boxplot - whiskers and use of boxplots in general @extractive","Most students had trouble understanding why the normal probability was plotted , and in particular how it relates to the histogram . A smaller group had trouble understanding box and whisker plots and relating the mean to the median .","['normal probability plot', 'straight line method']","Most of the students found boxplots and normal probability plots confusing. Some others had trouble with histograms, the difference between histograms and normal probabilities plots, and the difference in mean and median.",Most of the students found boxplots and normal probability plots confusing. Some students also struggled with histograms and finding the mean and median. A few students also had trouble with Nprmal distributions and clustering.,"Most of the students found boxplots and normal probability plots confusing. Some students also struggled with histograms and finding the mean and median. Finally, a few students had trouble with Pareto charts.","Most of the students found boxplots and normal probability plots confusing. Some students also struggled with histograms and finding the mean and median. Finally, a few students had trouble with Pareto charts and finding upper and lower quartiles.",Most of the students found boxplots and normal probability plots confusing. Some others had trouble with histograms and finding the mean and median. A few students also struggled with Nprmal distributions and the box-and-whisker diagram.
kaggle.com and TAB food processing firm example of regression is interesting regression regression the derivation part Nothing for today R ^ 2 needs to be 1 Finding error and drawing fx = y line Regression Regression Creating the model formulation of regression SSR and SST Kaggle.com and its prizes kaggle.com regression Regression is clear New definitions about regression Web site Food investment company TAB and their facilities Regression kaggle.com is an intersting website for statistics . definition of regression finding beta0 and beta1 Regression Nothing Regression regression crowdsearching Burger king example was interesting very much derivation of solution of linear regression equation example nothing Using the regression in order to take an action in a firm Linear regression @extractive,"Students mostly found Regression and Kaggle.com interesting . Some also found Derivations , Beta1 and Beta0 , and SSR and SST interesting .","['linear regression equation', 'regression regression']",Most of the students found regression interesting. Some others found the derivation of regression and TAB example interesting. A few students also found crowdsearching and food processing interesting.,Most of the students found regression interesting. Some students also enjoyed the derivation of linear regression and TAB example. A few students also found crowdsearching and food processing firm examples interesting.,Most of the students found regression mostly interesting. Some students also enjoyed TAB and Burger King examples. A couple of students also found finding beta0 and beta1 and SST interesting.,Most of the students found regression mostly interesting. Some of them also enjoyed the derivation of linear regression and TAB example. A few students also enjoyed Kaggle.com and its prizes. A couple of students also found finding beta0 and beta1 interesting.,Most of the students found regression mostly interesting. Some students also found the derivation of linear regression and TAB example of regression interesting. A few students were interested in Kaggle.com and its prizes. A couple students also enjoyed finding beta0 and beta1.
Interval estimation problem seeing how to find upper or lower bounds nothing i was good for me to see a topic i can remember from my high school Deriving limits of estimations from normal tandım variate inequalities interval estimation of the distribution The example with truw weight interval calculation was interesting Nothing Finding the confidence interval Development of the different formulas to calculate upper and lower bounds of the confidence interval upper and lower confidence bounds of two samples Figure out the deeper part of r programming I can faster make transition between distributions . interval estimation in t-distrubition the example İnterval estiamtion None interval estimation Nothing solution of the first homework Being able to simplify estimations by turning them into standart normal turning equations into standard normal interval estimate is interesting Nope Main transformation logic was clearly explained Driving every formula Nothing It was good that we had example from each type of distributşons today interval estimation one sided interval the relationship b/w interval estimation and sampling distribution the example we solved was interesting and helpful distribution of mean differences were different interval estimation Norhing vvvv one sided and two sided interval estimate point estation of interval estimation nothing Finding intervals by transforming to a known random variable was interesting Finding the confidence interval @extractive,"The interval estimation was the most interesting topic of the day , with the confidence interval a close second . Students found it helpful to see examples of each distribution , in particular transforming equations to standard normal .","['confidence interval', 'interval estimation', 'sampling distribution', 'random variable', 'interval estimate']","Most of the students found interval estimation and confidence intervals interesting. Some students also found the example of one-sided interval estimation, sampling distribution, and standard normal interval estimate interesting.",Most of the students found interval estimation and confidence intervals interesting. Some students also found the example of the one-sided interval and sampling distribution interesting. A few students also liked the example with the standard normal interval and the example in t-distribution.,Most of the students found interval estimation and confidence intervals interesting. Some students also found the example of the one-sided interval and sampling distribution interesting. A few students were interested in the example with truw weight interval and variance distribution.,Most of the students found interval estimation and confidence intervals interesting. Some students also found the example of the one-sided interval and sampling distribution interesting. A few students were interested in the examples of the t-distribution and normal interval.,Most of the students found interval estimation and confidence intervals interesting. Some students also found the example of one-sided and two-sided interval estimation interesting. A few students were interested in t-distributions and transformation logic.
"It 's a little bit complicated but undestandable sampling distribution of mean and variance is interesting seeing the explanations of the things we saw in prob class making samples normal distribition chi squarer dist Examples relating to central limit theorem The chocolate surprise Chi-squared distribution Chocolate !!! and last semester central limit theorem was not covered briefly , i understand it better now . The examples were really good and obvious The derivation of sample variance was interesting . Sampling distribution of the differences btw the sample means Chi square distribution Central limit Normal aproximation from binomial distribution actual learning more thing about prob than in prob course CLT was interesting because we have seen it before but now it was more simple finding distributions of given samples this class was not interesting for me The distribution of chocalate :-RRB- Central limit theorem The relation between binomial distribution and normal distribution Chocolate is the most interesting part approximation of bernoulli and binomial distributions were different to me CLT was interesting because of its explanation and usage Not exactly Binomial distribution give normal distribution as sample grows and relating real life experiments to this concept is interesting Application of central limit theorem Normal approximation toplam binomial distribution Normal aproximation to binomial distribution 2 breaks , which improves our understanding The Central limit theorem normal approximation to binomial distribution and thank you very very much for chocolate this made my day happier :-RRB- distributions i found the explanations of the connections between the different distributions useful we can account normal distribution lika a binomial if n bigger than or equal to 30 central limit theorem binomial distribution Chi square I finally learned why the deviation of sample mean is divided by square root of n. Thanks for the chocolates :-RRB- . the difference between two sample distribution normal approximation of binomial distribution chi-squared distribution sampling distribution of sample variance seeing the topics which we cover in the probability Binomial approximation to normal distribution was an interesting topic for today . The flow of of the lecture had a chocolaty flavour to itself :-RRB- We had flashbacks to our probability course from last semester so that it was easy to understand . teacher bringing chocolates to class Central Limit Theorem Explanation of the chi squared distribution was more clear that it was in the probability course we took last semester Chocolate ðŸ˜ @extractive","It was helpful to see the relationships between the various distributions , and concrete examples of each . In particular , the explanation for the chi-squared distribution was particularly good , as was the derivation of the central limit theorem .","['sample distribution', 'normal approximation', 'square root', 'real life', 'sampling distribution', 'chi squared distribution', 'chi square', 'sample variance', 'central limit theorem', 'normal distribution', 'binomial distribution']","Most of the students found Central Limit Theorem and Normal Approximation to Binomial Distribution interesting. Some others found sampling distribution of variance, chi-squared distribution, and the examples relating to the concepts of Central Limit theorem interesting.","Most of the students found Central Limit Theorem and Normal Approximation to Binomial Distribution interesting. Some others found sampling distribution of variance, chi-squared distribution, and chocolates interesting. A few students also enjoyed the examples relating to normal approximation to binomial distribution.","Most of the students found Central Limit Theorem, Normal Approximation to Binomial Distribution, Chi-squared Distribution, and Sampling Distribution interesting. Some students also enjoyed the examples relating to Chocolates and Prob class.","Most of the students found Central Limit Theorem, Normal Approximation to Binomial Distribution, Chi-squared Distribution, and Sampling Distribution interesting. Some of them also enjoyed the examples relating to Chocolates and Prob class.","Most of the students found Central Limit Theorem, Normal Approximation to Binomial Distribution, Chi-squared Distribution, and Sampling Distribution interesting. Some of them also enjoyed the examples relating to Chocolates and Prob class."
