reflections,oracle,concepts,generated_summary_beam1,generated_summary_beam2,generated_summary_beam3,generated_summary_beam4,generated_summary_beam5
"visualization of linked bags on the board is really interesting and helpful for understanding nodes . How to manipulate a bag of nodes how to remove an item from a linked list Nodes in linked lists are n't necessarily permanently tied to the data they point to . I liked the points about the linked bag The way nodes are set up and used in a linked list . adding to the linked bag The order of the node does n't matter , and the removal methods . The different methods associated with the linkedbag How you can navigate around a set of nodes . Learning about the methods used to modify linked bags . The adding and removing of a linked bag Adding a node to a linked list occurs at the start of the list because it is much easier than adding to the end . Adding an element to a linked list occurs at the start of the list since it is much easier than the end . Some object-oriented purists believe it is better to never ` violate ' the private nature of a class ' data . I found linked lists to be the most interesting point of the lecture . Seeing how they differ from the bag and in what circumstances they are useful . I thought the different ways to implement the Node class itself were interesting , especially because it helps show the divide between simplicity of code and adaptability of its functionality -LRB- private inner class VS public outer -RRB- linkedbags Since last lecture , we have been trying to find more efficient ways of making useable ` arrays . ' I find this helpful because , even though the new 2x array is not too difficult -LRB- we used it in my last CS 401 assignment last semester -RRB- , I was wondering if there were better ways to implement ` resizable ' arrays . So , learning about linked list today may be helpful for more manageable array-included tasks in the future . I found the topics we discussed in class today the most interesting . Linked bag ! lists vs bags The list follows a pattern for adding entries that is opposite to a bag . Learning about the Linked List Implimentation of linked lists in bags The concept of the linked list is n't something that really has a real world parallel , so to learn about it and its implementation was interesting . I liked talking about the bag . I definitely thought the adding to the front was an important point to make -- as opposed to arrays adding in the back . @extractive","Most of the students found something related to linked bags most interesting this lecture . Specifically , some students mentioned the methods used for adding/removing elements from a linked bag and the differences between linked bags and lists .","['linked list', 'private nature', 'real world']","In this lecture, students found the concept of the linked lists and the linked bag interesting. They also found adding and removing a node in a linked list and the methods used to modify them interesting.","In this lecture, students found the concept of the linked list interesting, as well as the methods used to modify the linked bag. They also enjoyed learning about arrays, and the differences between the private and public classes.","In this lecture, students found the concept of the linked list interesting, as well as the methods used to modify a linked list. They also enjoyed learning about the different ways to implement the Node class, and the differences between the private and public classes.","In this lecture, students found the concept of the linked list interesting, as well as the methods used to modify the linked bag. They also found the ` resizable'array and the private inner class interesting.","In this lecture, students found the concept of the linked list interesting, as well as the methods used to modify the linked bag. They also found the ` resizable'array and the private inner class interesting."
"the mathematics of different data structures and other simple ops Runtime for Alist and Llist ' I am very excited to start looking at recursion again ! Going over the Assignment the idea of using linked lists The math involved in CS average time vs worst case time The big o concept , the beginning of recursion Runtime differences between AList and LList comparing alist and llist The song of the day Big O derivations The derivations for runtime equations were pretty neat ! I thought the description of differing types of successes -LRB- I.e. LinkedList remove is faster than AList but slower than add -RRB- was very interesting finding the average run time by taking 1/N to compare efficiencies calculating the average run time recursion and more asymptomatic analysis We learned about how to calculate the run-time of a program . Something that may be easier for the coder to do coding-wise may not be the most efficient way to go , even if there are less lines . I found the logic behind amortizing the most interesting . Doing the math to back up our intuition of Big-O values summations Recursion The difference in runtime between different implantation sod methods from the same interface The part about the explanation of what -LRB- n -LRB- n +1 -RRB- -RRB- / 2 was beneficial . @extractive","The students were mainly focused on runtime problems -LRB- average/worst case -RRB- , and comparing different data structures with Big O notation , like Alist and Llist . A few had their interest piqued by the start of recursion . Others talked about specifics of the math behind deriving runtimes .","['average run time', 'linked list', 'data structure', 'run time']","The students found the difference in runtime between Alist and Llist, and the difference between the two methods interesting. They also enjoyed learning about the concepts of recursion, the derivations for the runtime equations, and how to calculate the average run-time of a program.","The students enjoyed learning about the difference in runtime between Alist and Llist. They also enjoyed the concepts related to recursion, the derivations of the Big-O concept, and the linked-list example.","In this lecture, students enjoyed learning about the difference in runtime between Alist and Llist. They also enjoyed the concepts related to recursion, the derivations for runtime equations, and the examples used to illustrate them.","In this lecture, students enjoyed learning about the difference in runtime between Alist and Llist. They also enjoyed the concepts of recursion, the derivations of the Big-O concept, and the use of linked lists.","In this lecture, students enjoyed learning about the difference in runtime between Alist and Llist. They also enjoyed the concepts of recursion, the derivations of the Big-O concept, and linked lists."
"What is the type of tree that balances itself ? AVL ? how using the stack works Iterative traversal of binary search trees Iterating through a BST How often should stacks be used ? The slides , at least , do n't make it clear what mismatched parentheses do to strings . Is there a code example that shows what happens ? I thought the explanations of the run time were confusing . not enough time spent on talking about runtimes Sort of the code/how the stack will function , as we did n't get to how exactly to push and pop on the stack . Nothing How Dr. Ramirez makes perfectly similar whistling noises each time he needs to Still need more detail on inline successors and predecessors Iterators the difference in execution between the inorderIterator vs inorder recursion in order iterators were pretty complicated Nothing I do not have anything confusing @extractive",Many students are a bit confused about iterators and tree traversals . Others are struggling with runtime analysis and how to use a stack .,"['run time', 'binary search', 'binary search tree']","Most of the students found the run time of the program confusing. Some students also had trouble with the inorderIterator, the stack, and the binary search tree.","Most of the students had trouble with the run time, the inorder recursion, and the stack. A few students also had trouble understanding the binary search trees and the BST.","In this lecture, students mostly had trouble with the use of the stack, iterators, and binary search trees. Some students also had trouble understanding the differences between inorder and inorder recursion in order iterators.","In this lecture, students mostly had trouble with the use of the stack, iterators, and binary search trees. Some students also had trouble understanding the differences between inorder and inorder recursion.","In this lecture, students mostly had trouble with the use of the stack, iterators, and binary search trees. Some students also had trouble understanding the differences between inorder and inorder recursion in order iterators."
"I think linked lists are really cool . I like that we are also considering the efficiency of the data structures we are studying . I liked the visuals he drew on the board to help us understand concepts better . the transition between arrays and linked lists was an effective way to introduce a completely new concept . Contiguous memory and it 's advantages/disadvantages I have never heard of a linked data structure before , so that was definitely the most interesting topic from lecture today for me . Linked Lists I found the linked lists to be the most interesting part of today 's class How the pointers in each part of a linked list can be manipulated to allow adding/removing elements without shifting things The idea of the linked list and how it works . linked list linked lists How linked lists can be traversed ; singly linked vs doubly linked lists Linked lists are composed of non-contiguous pieces of information . Learning about linked lists The process that goes into dynamic arrays for Bag ADT 's The concept of nodes was new to me , and I think it 's a pretty novel concept especially with regards to the memory allocation being very efficient in comparison to arrays Issues with array-based data structures I found the linked lists to be the most interesting part of the lecture as a they are a good alternative to Bags The idea of how a linked last does not use contiguous memory . linked lists A linked list is a way of connecting data entries together via addresses of other entries . I thought LinkedLists was an incredibly interesting and creative solution to the contiguous data problem . I was a little confused as to how two parts are stored in one object , how each part may be accessed individually , and what exactly we might want to use this for . Discussing nodes as a way of storing and referencing memory linked bag implementation Linked Lists Linked Lists can be viable alternatives to arrays . Getting into a brand new concept of linked lists/nodes . Its interesting to begin a whole new approach to coding . I liked talking about the linked list . I had heard about this thing but never knew what it was . @extractive","Most of the students enjoyed learning about linked lists , especially how they are implemented and how they compare to array-based structures . Some mentioned more specifically that the concept of nodes was very interesting .","['contiguous memory', 'linked list', 'contiguous data', 'data structure', 'memory allocation']",Most of the students found the concept of the linked list interesting. They also found arrays and the use of contiguous memory interesting. Some students also found the concepts of nodes and the dynamic array interesting.,"Most of the students found the concept of the linked list interesting. They also found arrays and Bags interesting, as well as the process that goes into creating them and the efficiency of the data structure.","In this lecture, students found the concept of linked lists interesting. They also found arrays and dynamic arrays interesting, as well as the differences between arrays and linked lists.","In this lecture, students found the concept of linked lists interesting. They also were interested in the differences between arrays and linked lists, as well as the efficiency of arrays.","In this lecture, students found the concept of linked lists interesting. They also were interested in the differences between arrays and linked lists, as well as the efficiency of the data structures."
"Everything involving summation is confusing Why the author is so convoluted What is the use of a tree the difference between a full tree and a complete tree The full vs complete tree distinction was confusing at first , but Ramirez clarified it later in the lecture . binary tree lengths algorithms Everything was well explained Complete Tree Some of the deriving for the minimum height Some of the ways we will get information from the tree . How do we edit trees efficiently ? When would I want to use these ? Author 's implementation of binary tree @extractive","Most of the students found complete Vs full trees and the uses of a tree as confusing . Some others had problems with finding the height of the tree , implementing a tree and editing them efficiently .","['binary tree', 'minimum height', 'complete tree']","Most students found the binary tree and complete tree concepts confusing. Some students also had trouble with the summation algorithm, and the difference between a full and a complete tree.","Most students had trouble with the binary tree, the difference between a full and a complete tree, and the summation algorithm. Some students also had trouble understanding the differences between the two.",Most students had trouble with the use of a binary tree and the difference between a full tree and a complete tree. Some students also had trouble understanding summation algorithms and editing trees.,In this lecture students had trouble understanding the difference between a full tree and a complete tree. They also had trouble with the binary tree and the summation algorithm.,In this lecture students had trouble understanding the difference between a full tree and a complete tree. They also had trouble with the binary tree and the summation algorithm.
"I still find it easier to follow any recursive method when the prof shows the Run-Time Stack on the board . Merge method in the handout when we did merge sort , comparing the indexes of the two subarrays resulted in a sorted array . was this coincidental in the example ? algorithm analysis of shell sort Not entirely certain how to implement it Actual implementation details of the sorting algorithms were still a little confusing what makes mergesort more efficient ? Examples of each sorting method How much faster is mergesort ? The mid index compare -LRB- -RRB- if statement in the merge sort code I am a little confused about how shellsort works How do you concatenate the 2 separate arrays after they are sorted ? Do you make a new array ? We have covered many forms of sorting and I am not sure which ones are the most practical for various situations . moving from many single arrays up to one large sorted array in merge sort Nothing Nothing I was confused at first about if there were multiple , separate arrays or just the division of one , but I think I understand now that there is only one array being divided into two/however many subarrays . I thought that the questions of the day were the most confusing . It would be great if we were given more time to think through them . Nothing was really muddy from today . The worst run times of the sorts were a little confusing , but not too difficult . Shellsort Special cases of merge sort The implementation of mergesort Nothing @extractive","Many students reported confusion over the implementations of the new sorting algorithms . A few others are still struggling to analyze algorithm efficiency . Finally , one student wondered when they should use each sorting algorithm .","['sorting algorithm', 'algorithm analysis', 'sorted array', 'sorting method', 'run time', 'recursive method', 'merge sort']","Most students found the merge sort and shell sort to be the most challenging. They also struggled with the implementation of the various sorting algorithms, and the run-time of the algorithms. Some students also had trouble with the subarrays and the standardization of the sorting method.","Most of the students had trouble with merge sort, shell sort, and the implementation of each method. Some students also struggled with the Run-Time Stack, and finding the correct order of the arrays.","In this lecture students had trouble with merge sort, shell sort, and the run-time of the various algorithms. They also had trouble understanding the differences between the various types of sorting and how to use them.","In this lecture students had trouble with merge sort, shell sort, and the run-time of the algorithms. They also had trouble understanding the difference between the two subarrays in the merge sort.","In this lecture students had trouble with merge sort, shell sort, and the run-time of the various algorithms. They also had trouble understanding the differences between the two types of sorting and how to use them."
"visualization of linked bags on the board is really interesting and helpful for understanding nodes . How to manipulate a bag of nodes how to remove an item from a linked list Nodes in linked lists are n't necessarily permanently tied to the data they point to . I liked the points about the linked bag The way nodes are set up and used in a linked list . adding to the linked bag The order of the node does n't matter , and the removal methods . The different methods associated with the linkedbag How you can navigate around a set of nodes . Learning about the methods used to modify linked bags . The adding and removing of a linked bag Adding a node to a linked list occurs at the start of the list because it is much easier than adding to the end . Adding an element to a linked list occurs at the start of the list since it is much easier than the end . Some object-oriented purists believe it is better to never ` violate ' the private nature of a class ' data . I found linked lists to be the most interesting point of the lecture . Seeing how they differ from the bag and in what circumstances they are useful . I thought the different ways to implement the Node class itself were interesting , especially because it helps show the divide between simplicity of code and adaptability of its functionality -LRB- private inner class VS public outer -RRB- linkedbags Since last lecture , we have been trying to find more efficient ways of making useable ` arrays . ' I find this helpful because , even though the new 2x array is not too difficult -LRB- we used it in my last CS 401 assignment last semester -RRB- , I was wondering if there were better ways to implement ` resizable ' arrays . So , learning about linked list today may be helpful for more manageable array-included tasks in the future . I found the topics we discussed in class today the most interesting . Linked bag ! lists vs bags The list follows a pattern for adding entries that is opposite to a bag . Learning about the Linked List Implimentation of linked lists in bags The concept of the linked list is n't something that really has a real world parallel , so to learn about it and its implementation was interesting . I liked talking about the bag . I definitely thought the adding to the front was an important point to make -- as opposed to arrays adding in the back . @extractive","The class seemed interested by the comparison between linked lists , and the new linked bag idea . They talked about the modification methods for collections of nodes , such as adding and removing nodes , and some mentioned that it is easier to add nodes to the front rather than the end . A couple students mentioned the desire to keep some things in a class private .","['linked list', 'private nature', 'real world']","In this lecture, students found the concept of the linked lists and the linked bag interesting. They also found adding and removing a node in a linked list and the methods used to modify them interesting.","In this lecture, students found the concept of the linked list interesting, as well as the methods used to modify the linked bag. They also enjoyed learning about arrays, and the differences between the private and public classes.","In this lecture, students found the concept of the linked list interesting, as well as the methods used to modify a linked list. They also enjoyed learning about the different ways to implement the Node class, and the differences between the private and public classes.","In this lecture, students found the concept of the linked list interesting, as well as the methods used to modify the linked bag. They also found the ` resizable'array and the private inner class interesting.","In this lecture, students found the concept of the linked list interesting, as well as the methods used to modify the linked bag. They also found the ` resizable'array and the private inner class interesting."
"solving the 8 Queens problem was a really fun way to explore more complex recursion The 8 queens problem I thought it was interesting to learn about the 8 queens problem ! 8 Queens 8 Queen Problem The 8 queens problem the idea of how to solve the 8 queens problem The 8 queens recursion , and how you need to backtrack many times to do so . Also , how many recursions you had to do . 8 queens problem recursion is useful ! Solving the N Queens -LRB- or 8 queens -RRB- problem recursively . Backtracking I thought what was interesting was the idea of tail recursion and that it is possible to solve one problem many different ways 8 Queens The Queens problem and how to find the solution using programs recursion is easier to read Recursion and Iteration Recursion for backtracking seems like an entry point into machine learning , something I 've been interested in . I found the examples the most interesting , especially the chess example . The trace was so interesting !! I never would 've thought to solve the problem like that but the solution made perfect sense Definitely backtracking solutions , especially with the example of the 8 Queens . 8 queens 8 Queens Problem 8 Queens Problem The chess example Professor Ramirez 's enthusiasm , as always , and the concept of backtracking as a programming construct . Backtracking is a way to solve complex problems such as mazes and logic puzzles . A backtracking program proceeds as far as it can go , making decisions along the way . If the program ca n't go any further and it is not at the end , it takes a step back and makes a different decision from before . @extractive",Most of the class voted for 8 queens problem as interesting . Some others stated backtracking and recursion as interesting -LRB- which are used in 8 queens problem -RRB- .,"['machine learning', 'perfect sense', 'tail recursion', 'programming construct']","Most students found the 8 queens problem interesting, as well as the examples used to solve it. They also found recursion and the backtracking problem interesting.","Most students found the 8 queens problem interesting, as well as the examples used to solve the problem. Some students also found recursion and the backtracking examples interesting.","In this lecture, students enjoyed learning about the 8 queens problem, backtracking, and recursion. They also found the example of the chess example interesting.","In this lecture, students enjoyed learning about the 8 queens problem, the concept of backtracking, and recursion. They also enjoyed solving the N-Queens problem, and the examples given by Professor Ramirez.","In this lecture, students enjoyed learning about the 8 queens problem, the concept of backtracking, and recursion. They also enjoyed solving the N-Queens problem, and the examples given by Professor Ramirez."
"Packages were interesting , and how you can group together various classes and import them through the package BST 's the different ways to traverse the trees the funny sound effects that Ramirez made blt 's Binary Search Trees Binary search trees Tree traversal types The binary search tree , and why duplicates might be problematic I guess the different types of traversals for binary trees . Copying a tree Tree Transversing Binary trees Binary Search Trees are pretty cool . They show how trees can be useful . Nothing stood out today All the recursion in binary trees @extractive",Most of the students found the topic of binary search trees most interesting in this lecture . Others students enjoyed learning about tree traversal and copying trees .,"['binary tree', 'binary search', 'binary search tree']",Most of the students found Binary Search Trees and Tree traversal interesting. They also enjoyed the various types of traversal and the various classes that are available.,"Most students found Binary Search Trees and Tree traversal interesting. They also found Recursion in Binary Trees interesting. Some students also mentioned the various classes and import them through the package, and the sound effects that were used.","Most students found Binary Search Trees and Tree traversal interesting. They also found Recursion in Binary Trees interesting. Last, a few students mentioned the various packages and how they were used.","Most students found Binary Search Trees and Tree traversal interesting. They also were interested in Recursion in Binary Trees, and the various types of traversal in the package.","Most of the students found Binary Search Trees interesting. They also found Tree traversal types interesting, and the various ways to group together various classes and import them through the package. Last, a few students mentioned Recursion in Binary Trees as their favorite."
Binary Tree functions how to delete a node using its successor and predecessor implementation of methods on binary search trees and the speed of searching a tree as opposed to a list Removing a node with 2 children deleting interior nodes in a tree search arrays and binary search trees the same way BST I found the diagrams on the PowerPoint easy to understand and interesting . Binary Search Trees Adding to a binary search tree Binary tree method implementation bst I honestly do n't remember what happened Probably the ` dictionary ' commands of trees . How a binary search tree implements various methods All the recursion was beautiful The different ways to manipulate and obtain data from BSTs . Removing nodes in a BST depends on how many children the node has The similarities between traversing a binary search tree and using a binary search on a sorted array @extractive,"Most students enjoyed learning about the implementation of BST methods , particularly the addition/removal of entries . Other students enjoyed the similarity between BST traversal and binary search on a sorted array .","['tree search', 'sorted array', 'binary search', 'binary search tree']","Most students found the binary search tree and its methods interesting. They also enjoyed the different ways to manipulate and obtain data from BSTs, the differences between a binary search and a sorted array, and the different methods implemented in a BST.","Most students found the binary search tree and its methods interesting. They also enjoyed the different ways to manipulate and obtain data from BSTs, the differences between a binary search and a sorted array, and deleting a node.","In this lecture students enjoyed learning about binary search trees, how to delete a node, and the different ways to manipulate and obtain data from BSTs. They also enjoyed searching a tree as opposed to a list.","In this lecture students enjoyed learning about binary search trees, how to delete a node in a tree, and the different ways to manipulate and obtain data from a binary search tree.","In this lecture students enjoyed learning about binary search trees, how to delete a node in a tree, and the different ways to manipulate and obtain data from BSTs. They also enjoyed using a sorted array."
"using parameterized types with object oriented nodes Nothing i can think of contains In what situations do we need to pick linked over a standard array I was n't fully sure how to utilize these bags in code How is a List different from an ArrayList ? What is it useful for ? why delete the first entry in the linked bag instead of just moving the pointers from the node before the deleted node to the node after How to remove the nodes best ? Nothing Very clear lecture . No problems . Specific implementation of methods to modify linked bags None I feel that inner classes are hard to conceptualize . I would much rather call a method on an object such as myNode.add -LRB- newNode -RRB- . I feel like this is frowned upon though . How to add an element to the middle of a linked list effectively . Does removing an item from the bag start from beginning or end ? How to add nodes and make them connect to one another . I got a little tripped up on the access the outer class has to the inner , because It seems odd that the only place a node can be instantiated is within the Node class itself Advantages and disadvantages of all structures discussed so far I never fully understood if the linked list had a ` size . ' I know we can insert new nodes at the beginning of the list , but is there ever a size for the entire list ? Also , can linked lists ever be used for order-specific problems because of the way the references are removed and rearranged ? Also , is there an already established Node class or we need to create one each time that is designed specifically for our uses ? The question of the day needed to be more clearly explained . I also would like more time to think about the question . Nodes as separate classes linked list vs linked bags Implementations of linked bag How all the pieces and different classes work together What would be the use of defining a class Node that was not within another LinkedList class ? The last question of the day I thought I understood but I actually answered incorrectly . I 'd like to go over that one at the beginning of next class . There was a decent amount of us that got it wrong I feel . @extractive",Some of the students had problem with removing and adding a node . Some were confused about when to use lists over other data structures . A few had problem with inner classes and the question of the day .,"['linked list', 'entire list', 'outer class', 'standard array', 'decent amount']","Most of the students had trouble with the concepts of linked lists, linked bags, and the Node class. Some students also had trouble understanding the differences between the two types of classes and how to use them in a given situation.","Most of the students had trouble understanding the differences between linked lists and linked bags, as well as how to add and remove nodes from a linked list. Some students also had trouble with the Node class and the inner class. A few students had no issues.","In this lecture, the students mostly had trouble understanding the differences between linked lists and linked bags. They also had trouble with the Node class and its implementation. In addition, a few students had issues with parameterized types and the inner class.","In this lecture, the students mostly had trouble understanding the differences between linked lists and linked bags. They also had trouble with the Node class and its implementation. In addition, they had some trouble with parameterized types and the inner class.","In this lecture, students had trouble understanding the differences between a linked list and a linked bag. They also had trouble with object oriented classes and how to add and remove nodes."
"I think linked lists are really cool . I like that we are also considering the efficiency of the data structures we are studying . I liked the visuals he drew on the board to help us understand concepts better . the transition between arrays and linked lists was an effective way to introduce a completely new concept . Contiguous memory and it 's advantages/disadvantages I have never heard of a linked data structure before , so that was definitely the most interesting topic from lecture today for me . Linked Lists I found the linked lists to be the most interesting part of today 's class How the pointers in each part of a linked list can be manipulated to allow adding/removing elements without shifting things The idea of the linked list and how it works . linked list linked lists How linked lists can be traversed ; singly linked vs doubly linked lists Linked lists are composed of non-contiguous pieces of information . Learning about linked lists The process that goes into dynamic arrays for Bag ADT 's The concept of nodes was new to me , and I think it 's a pretty novel concept especially with regards to the memory allocation being very efficient in comparison to arrays Issues with array-based data structures I found the linked lists to be the most interesting part of the lecture as a they are a good alternative to Bags The idea of how a linked last does not use contiguous memory . linked lists A linked list is a way of connecting data entries together via addresses of other entries . I thought LinkedLists was an incredibly interesting and creative solution to the contiguous data problem . I was a little confused as to how two parts are stored in one object , how each part may be accessed individually , and what exactly we might want to use this for . Discussing nodes as a way of storing and referencing memory linked bag implementation Linked Lists Linked Lists can be viable alternatives to arrays . Getting into a brand new concept of linked lists/nodes . Its interesting to begin a whole new approach to coding . I liked talking about the linked list . I had heard about this thing but never knew what it was . @extractive","Many students liked the concept of linked lists . Some of the students found Arrays vs Linked lists , continuous vs non continuous memory allocation , efficiency of data structures and pointers as interesting .","['contiguous memory', 'linked list', 'contiguous data', 'data structure', 'memory allocation']",Most of the students found the concept of the linked list interesting. They also found arrays and the use of contiguous memory interesting. Some students also found the concepts of nodes and the dynamic array interesting.,"Most of the students found the concept of the linked list interesting. They also found arrays and Bags interesting, as well as the process that goes into creating them and the efficiency of the data structure.","In this lecture, students found the concept of linked lists interesting. They also found arrays and dynamic arrays interesting, as well as the differences between arrays and linked lists.","In this lecture, students found the concept of linked lists interesting. They also were interested in the differences between arrays and linked lists, as well as the efficiency of arrays.","In this lecture, students found the concept of linked lists interesting. They also were interested in the differences between arrays and linked lists, as well as the efficiency of the data structures."
"a review sheet of all the sorting algorithms would be nice for looking at the new ones in comparison to the old , but it is easy to see that it can be expected of us to be responsible for that . nothing else was really that confusing or needed more detail Other pivot choosing algorithms how stability works , why mergesort is stable but the author 's version was n't the analysis of the various runtimes of quick sort Quick sort implementation Run time of different pivot points when stable sorting would be beneficial None Since we not sorting in place only costs us o -LRB- n -RRB- , why is it that bad ? the lecture slides say it is n't awful nowadays The last QOTD I 'm a little lost when it comes to discussing the reasoning behind some of the newer quick sort run times I 'm a little lost when it comes to discussing the reasoning behind some of the newer quick sort run times does partitioning indices have a specific location ? How exactly stability is important and when to worry about a certain algorithm not being stable enough for the task you are working on . the quicksort and mergesort algorithm Nothing really , except maybe describing more in detail when quick sort would be used over merge sort . The author 's MergeSort question at the end got me . Where can I find a good example of MergeSort , then ? That confused me . None I did n't get the second question of the day correct . Still kind of confused about stability . Probably the breakdown of the formulas/calculating Big-O run time of the comparisons . merge stability Runtime approximations and combining sorting algorithms to maximize efficiency Some of the potential quiz questions we discuss do n't come to me at first thought , and take a little while to process Everything was well explained today @extractive","Students had several general confusions about mergesort and quicksort , and some specific questions as well . These focused on runtime analysis questions of different cases , such as with different pivots . Some students seemed confused about what stability meant in a sorting algorithm .","['sorting algorithm', 'stable sorting', 'quick sort', 'run time', 'specific location', 'merge sort']","Most students found the concepts related to the various algorithms and their run times confusing. They also struggled with the application of the algorithms, and the application to the problem. Some students also had trouble with the merge sort algorithm, and understanding the run-time of the various iterations of the algorithm.","Most students had trouble understanding the reasoning behind the various algorithms and the run-times of the new ones, as well as the differences between the old and new ones. Some students also had trouble with the stability of the algorithms, especially the merge sort algorithm. A few students also struggled with quick sort and the running time of the algorithm.","In this lecture, the students mostly had trouble understanding the reasoning behind the various algorithms and the run-times of the different algorithms. They also had trouble with the merge sort algorithm, and finding a good example of it.","In this lecture, the students mostly had trouble understanding the reasoning behind the various algorithms and the run-times of the new ones. They also had trouble with the merge sort algorithm, and understanding the difference between the two.","In this lecture, the students mostly had trouble understanding the differences between the various algorithms, and when to use them. They also had trouble with quick sort, the merge sort algorithm, and the run-time of the algorithms."
"trees are the most interesting data structure so far , in my opinion . Recursively getting the height of a binary tree implementing trees in java to store data how to find the height of a binary tree recursively not much was interesting binary tree lengths Binary trees binary tree recursion Lecture felt a little long today though we got out earlier . Nothing struck me as particularly interesting . Binary Tree nodes The entire binary trees discussion Binary trees and how we can traverse them via recursion The height of a tree is found by calling max -LRB- hL , hR -RRB- +1 Recursive processing of binary trees @extractive","Students talked about binary trees , how to recursively traverse and process them , as well as finding the height of a binary tree . A couple students did n't find anything particularly interesting .","['binary tree', 'data structure']",Most students found binary trees and recursion interesting. Some students also found the height of a binary tree interesting. A few students also mentioned using recursion and implementing trees in java.,"Most students found binary trees and recursion interesting. Some students also found the height of a binary tree interesting. A few students also mentioned the use of recursion and the length of a tree, and how to store data.","In this lecture students were interested in binary trees, recursion, and the height of a tree. Some students also found the length of a binary tree interesting, as well as implementing trees in java.","In this lecture students were interested in binary trees, recursion, and the height of a tree. Some students also found the length of a binary tree interesting.","In this lecture students were interested in binary trees, recursion, and the height of a tree. Some students also found the length of a binary tree interesting, as well as implementing trees in java."
"Is there a preferred way to implement heaps ? upHeap & downHeap the author 's implementation of priority queus nothing was particularly confusing or difficult I felt that the explanations of the run times was confusing . How often are heaps actually used in real life applications ? Adding and removing from priority trees Implementation of heap add runtime Up-heap and down-heap were slightly confusing . Heaps cause we rushed through it in like 5 minutes I wish there was a chart to compare Stacks , Queues , Priority Queues , and Heaps . I feel as if they 're mixing in my head now . why is index zero left open in the heap array removing items Nothing really . Very clear lecture . What are heaps exactly good for ? I did not find anything confusing @extractive","Many students were confused about heap implementation , specifically the upheap and downheap functions . Other students were unsure when it would be good to use a heap .","['real life', 'run time']","Most students found heaps and the implementation of priority queus mostly confusing. Some also found up-heap and down-heaps confusing. A few students also found stacks, queues, and stacks and queues confusing.","Most students found heaps mostly confusing. They also had trouble with the implementation of priority queus, and the runtime of the application. Some students also found stacks and down-heaps confusing.","In this lecture students mostly had trouble with heaps, the implementation of priority queus, and the runtime of the application. Some students also had trouble understanding stacks, queues, and down-heaps.","In this lecture students mostly had trouble with heaps, the implementation of priority queus, and the runtime of the application. Some students also struggled with stacks, queues, and down-heaps.","In this lecture students mostly had trouble with heaps, the implementation of priority queus, and the runtime of heap add and remove. Some students also had some trouble with stacks, queues, and down-heaps."
"divide and conquer Recursion being applied to things we already have looked at and comparing how it affects the iterations . Also divide and conquer making recursion have less iterations is interesting . it will be more interesting to compare run-times 1 vs 2 recursive calls in a recursive method I 've never heard of divide and conquer before ! Divide and Conquer recursion Seeing how much more efficient the divide and conquer power method was versus the original method why sequential search through recursion is slower than binary search through recursion efficiency of divide and conquer The number of multiplications that each method of recursion yields How dividing and conquering works recursion with bubble sort concepts The divide and conquer for X ^ N and its efficiency Divide and Conquer method Divide in conquer as an efficient way to recurse I thought it was interesting finding actual cases of recursion being the most efficient method RECURSION :D I found the visuals and accompanying drawings the most interesting . The recursive case for the power function The differentiation between -LRB- x ^ / -LRB- n/2 -RRB- -RRB- ^ 2 and multiplying -LRB- x ^ -LRB- n/2 -RRB- -RRB- * -LRB- x ^ -LRB- n/2 -RRB- -RRB- was pretty interesting today . binary search in recursion Recursion via divide and conquer Divide and Conquer The idea of ` dividing and conquering , ' and it 's runtime comparison to general recursive methods @extractive","Many student found divide and conquer and recursion as the most interesting topics . Students also liked the sub-concepts like efficiency of divide and conquer , binary search using recursion and power function using recursion .","['sequential search', 'original method', 'power method', 'recursive method', 'power function', 'binary search']","Most students found the divide and conquer method interesting. They also found recursion, the power function, and the number of multiplications that each method of recursion yields interesting.","Most students found recursion and the divide and conquer method interesting. They also found binary search in recursion, the power function, and the number of multiplications that each method of recursion yields interesting. A few students also found bubble sort concepts interesting.","In this lecture, students enjoyed learning about the efficiency of recursion, the power function, and dividing and conquering. They also enjoyed comparing run-times of various recursive methods, and the number of iterations in a recursive method.","In this lecture students were interested in the efficiency of the divide and conquer method, recursion, and the power function. They also found the number of multiplications that each method of recursion yields interesting, as well as the runtime comparison to general recursive methods.","In this lecture, students were interested in the efficiency of the divide and conquer method, recursion, and the power function. They also found binary search through recursion and the number of multiplications that each method of recursion yields interesting."
