oracle,generated_summary
"Most of the students found shell sort and merge sort as interesting . A few students liked insertion sort , comparison of different sorting methods and the concept of divide and conquer .",Most students found merge sort and shell sort interesting. They also found insertion sort and the divide and conquer method interesting. Some students also found O-LRB- N -RRB- and the runtime of the algorithm interesting.
"Students discussed the analysis of simple sorting methods , bubblesort , selection sort , and an emphasis on insertion sort . They noted the inefficiency of these simple algorithms , and the Big-O runtime of O -LRB- n ^ 2 -RRB- . Some students also mentioned the trace of the towers of hanoi problem .",Most students found simple sorting methods to be the most interesting part of this lecture. They also found the towers of Hanoi problem interesting. Some students also found insertion sort and the exam stats interesting.
"Most of the students found quick sort , merge sort and their runtimes as interesting . Some of them found the notion of stability and the effects of choosing different pivots on quick sort algorithm as interesting .","In this lecture, students enjoyed learning about the differences between QuickSort and MergeSort. They also liked learning about how the various runtimes for quick sort affect sorting in general."
The vast majority of students are confused about implementing queues . Some other responses include circular/doubly linked lists and how queues are used .,"In this lecture, students were mostly interested in Queues and the runtimes of doing them. They also enjoyed Managing nodes via a doubly circular linked list."
Many students had problems in understanding divide and conquer in different implementations . They also had problems in understanding recursion in different cases . Some of the students found the math involved in calculating efficiency as confusing . A very few students had problems in using indices and basecases .,Most students found the divide and conquer method to be the most efficient way to divide the runtime. Some students also found recursion and the base case of the power function interesting.
"Most of the students found the implementation of linked lists and removing nodes from them as interesting . Some of the students liked the differences between linked lists and bags , assert , adding nodes to linked lists .","In this lecture, students enjoyed learning about the different ways to implement a linked list, and the various special cases of removing and adding to the ADT. They also found the ` List'class interesting."
"Many students found calculating runtime , amortized time , Big O notation as most confusing concepts . A few students did n't understand creating functions in terms of ` n ' and also empirical over asymptotic .","Most of the students had trouble with the concepts related to run-time, the derivations of the functions, and the amortized time. Some students also had trouble understanding the Big-O notation."
"The students had diverse confusions . Many were abstract confusions , such as the differences between different data structures , and the differences between interfaces , classes , and ADTs . Other problems were implementation based , like the specifics of the array implementation -LRB- why not use an arraylist , what errors may arise from size issues -RRB- .","Most students had trouble with the concepts related to the bag, the interface, and the logical size of an array. Some students also had trouble understanding the difference between an array and an arraylist, and how to use them. A few students had no issues."
Most of the students found the usage of stacks and iterators as confusing . Some others found runtimes and iterating through a BST as confusing .,"Most of the students had trouble with the run time, the inorder recursion, and the stack. A few students also had trouble understanding the binary search trees and the BST."
"Almost every surveyed student mentioned implementing recursion , or that they had previously seen recursion . They talked about specific cases of using recursion , like a sequential search or a factorial algorithm . Some were interested by the Runtime stack and activation record .","In this lecture, students were interested in implementing recursion, learning about the AR and RTS, and the factorial recursion implementation. They also found sequential searches and the runtime stack interesting."
Many students want to know how to implement backtracking and when to use recursion -LRB- Vs iteration -RRB- . Some others want to know how to code for 8 queens problem . Some others had problems with efficiency of recursion and understanding when to backtrack .,Most students found recursion and backtracking interesting. Some also found iterative solutions and the diagonal algorithm for 8 queens interesting. A few students had trouble with the runtime of a recursive method.
"Most of the students had no problem with the lecture . However some of the students found assert , special cases in the lists , difference between linked lists , linked bags and bags as confusing . Some students suggested starting the index at 0 as they are getting confused .","Most of the students had trouble with the difference between linked lists, linked bags, and linked lists. Some students also had trouble understanding the assert keyword, and the special cases of each type of list."
"The students were interested in two new partition based sorting algorithms , quicksort and mergesort . They specifically the runtimes and big-O notation analyses of the two .","Most students found the concepts of QuickSort, MergeSort, and the runtime of quicksort interesting. A few students also mentioned the Big-O of the algorithms and the differences between them."
"The students overwhelmingly mention linked lists . Many of these mentions compared the linked list directly with a contiguous memory , array based implementation . Some seemed to understand the concept of memory addresses and pointers , and how that coupled with a node object formed the linked list . There were a few comparisons with bags .","Most of the students found the concept of the linked list interesting. They also found arrays and Bags interesting, as well as the process that goes into creating them and the efficiency of the data structure."
"Students still seem to be having trouble with recursion , now in the context of backtracking . Most of the backtracking confusions were centered on the actual code implementation of the algorithm described . Some did n't seem entirely convinced of the usefulness of recursion outside of logic puzzle examples . A couple students wondered at the runtime efficiency of the recursive solution .",Most students found recursion and backtracking interesting. Some also found iterative solutions and the diagonal algorithm for 8 queens interesting. A few students had trouble with the runtime of a recursive method.
"The interest was pretty varied this lecture . Most students were interested in algorithm analysis and a program 's efficiency . Many were intrigued by threads , but did n't think that they would have the chance to learn about them yet . Some compared binary and sequential searches . There was still some interest in lists and their methods .","Most students found the efficiency of binary search, the runtimes, and the algorithm analysis interesting. A few students also found the vector class interesting, as well as the circular linked list."
"The vast majority of the students found the discussion of bags most interesting . Those who went into specifics mentioned their flexibility and usefulness , as well as the nuances of their implementation .","In this lecture, students found the implementation of the Bag and ADTs interesting. They also enjoyed learning about arrays and how they are used in general."
"Many students were confused about the implementation of certain linked bag methods , especially the method for removing an element . A few others were not sure when they would want to use a linked bag in their code . Finally , some students were confused about how node classes are implemented within the larger bag class .","Most of the students had trouble understanding the differences between linked lists and linked bags, as well as how to add and remove nodes from a linked list. Some students also had trouble with the Node class and the inner class. A few students had no issues."
The most common response was that the students were not sure how an algorithm 's operating time function can be derived . Other common responses included getting lost in the math and confusion over which runtime analysis methods were best .,"Most of the students had trouble with the concepts related to run-time, the derivations of the functions, and the amortized time. Some students also had trouble understanding the Big-O notation."
"Most of the students found something related to linked bags most interesting this lecture . Specifically , some students mentioned the methods used for adding/removing elements from a linked bag and the differences between linked bags and lists .","In this lecture, students found the concept of the linked list interesting, as well as the methods used to modify the linked bag. They also enjoyed learning about arrays, and the differences between the private and public classes."
"The students were mainly focused on runtime problems -LRB- average/worst case -RRB- , and comparing different data structures with Big O notation , like Alist and Llist . A few had their interest piqued by the start of recursion . Others talked about specifics of the math behind deriving runtimes .","The students enjoyed learning about the difference in runtime between Alist and Llist. They also enjoyed the concepts related to recursion, the derivations of the Big-O concept, and the linked-list example."
Many students are a bit confused about iterators and tree traversals . Others are struggling with runtime analysis and how to use a stack .,"Most of the students had trouble with the run time, the inorder recursion, and the stack. A few students also had trouble understanding the binary search trees and the BST."
"Most of the students enjoyed learning about linked lists , especially how they are implemented and how they compare to array-based structures . Some mentioned more specifically that the concept of nodes was very interesting .","Most of the students found the concept of the linked list interesting. They also found arrays and Bags interesting, as well as the process that goes into creating them and the efficiency of the data structure."
"Most of the students found complete Vs full trees and the uses of a tree as confusing . Some others had problems with finding the height of the tree , implementing a tree and editing them efficiently .","Most students had trouble with the binary tree, the difference between a full and a complete tree, and the summation algorithm. Some students also had trouble understanding the differences between the two."
"Many students reported confusion over the implementations of the new sorting algorithms . A few others are still struggling to analyze algorithm efficiency . Finally , one student wondered when they should use each sorting algorithm .","Most of the students had trouble with merge sort, shell sort, and the implementation of each method. Some students also struggled with the Run-Time Stack, and finding the correct order of the arrays."
"The class seemed interested by the comparison between linked lists , and the new linked bag idea . They talked about the modification methods for collections of nodes , such as adding and removing nodes , and some mentioned that it is easier to add nodes to the front rather than the end . A couple students mentioned the desire to keep some things in a class private .","In this lecture, students found the concept of the linked list interesting, as well as the methods used to modify the linked bag. They also enjoyed learning about arrays, and the differences between the private and public classes."
Most of the class voted for 8 queens problem as interesting . Some others stated backtracking and recursion as interesting -LRB- which are used in 8 queens problem -RRB- .,"Most students found the 8 queens problem interesting, as well as the examples used to solve the problem. Some students also found recursion and the backtracking examples interesting."
Most of the students found the topic of binary search trees most interesting in this lecture . Others students enjoyed learning about tree traversal and copying trees .,"Most students found Binary Search Trees and Tree traversal interesting. They also found Recursion in Binary Trees interesting. Some students also mentioned the various classes and import them through the package, and the sound effects that were used."
"Most students enjoyed learning about the implementation of BST methods , particularly the addition/removal of entries . Other students enjoyed the similarity between BST traversal and binary search on a sorted array .","Most students found the binary search tree and its methods interesting. They also enjoyed the different ways to manipulate and obtain data from BSTs, the differences between a binary search and a sorted array, and deleting a node."
Some of the students had problem with removing and adding a node . Some were confused about when to use lists over other data structures . A few had problem with inner classes and the question of the day .,"Most of the students had trouble understanding the differences between linked lists and linked bags, as well as how to add and remove nodes from a linked list. Some students also had trouble with the Node class and the inner class. A few students had no issues."
"Many students liked the concept of linked lists . Some of the students found Arrays vs Linked lists , continuous vs non continuous memory allocation , efficiency of data structures and pointers as interesting .","Most of the students found the concept of the linked list interesting. They also found arrays and Bags interesting, as well as the process that goes into creating them and the efficiency of the data structure."
"Students had several general confusions about mergesort and quicksort , and some specific questions as well . These focused on runtime analysis questions of different cases , such as with different pivots . Some students seemed confused about what stability meant in a sorting algorithm .","Most students had trouble understanding the reasoning behind the various algorithms and the run-times of the new ones, as well as the differences between the old and new ones. Some students also had trouble with the stability of the algorithms, especially the merge sort algorithm. A few students also struggled with quick sort and the running time of the algorithm."
"Students talked about binary trees , how to recursively traverse and process them , as well as finding the height of a binary tree . A couple students did n't find anything particularly interesting .","Most students found binary trees and recursion interesting. Some students also found the height of a binary tree interesting. A few students also mentioned the use of recursion and the length of a tree, and how to store data."
"Many students were confused about heap implementation , specifically the upheap and downheap functions . Other students were unsure when it would be good to use a heap .","Most students found heaps mostly confusing. They also had trouble with the implementation of priority queus, and the runtime of the application. Some students also found stacks and down-heaps confusing."
"Many student found divide and conquer and recursion as the most interesting topics . Students also liked the sub-concepts like efficiency of divide and conquer , binary search using recursion and power function using recursion .","Most students found recursion and the divide and conquer method interesting. They also found binary search in recursion, the power function, and the number of multiplications that each method of recursion yields interesting. A few students also found bubble sort concepts interesting."
Most students had problems with bubble sort and finding Big O runtime for algorithms . Some of them want to know the conditions when the inefficient algorithms will be used . Some had problems with towers of Hanoi .,"Most students found everything clear. They also had trouble with bubble sort, the tower of hanoi, and the efficiency of sorting. Some students also had issues with O -LRB- N ^ 2 -RRB- and the simple sort."
Most of the students agreed that the most interesting subject from this lecture was heaps . Other responses included Priority queues and how they can be implemented with a heap,Most students found heaps and priority queues interesting. Some also found arrays and runtimes interesting. A few students also mentioned the use of linked structures and downheaps.
"There were very diverse confusions , and few students had no confusions . Some common confusions were the runtime analysis of shell and merge sort , and their implementation details . Specific implementation details mentioned were how to merge the subarrays , and how to compare the indices in merge sort .",Most of the students found merge sort and shellsort to be the most challenging. They also struggled with the Run-Time Stack and the implementation of each sorting method.
"Most of the students enjoyed the examples of recursive problems , especially the tower of Hanoi problem . Others mentioned applications of backtracking and recursion in general .","Most students found the recursion problem interesting. They also found the tower of hanoi problem interesting, and the recursive word search program interesting. A few students also mentioned the Hanoi Tower simulation and the game."
Most of the responses for this lecture were very similar . Almost all had something to do with quicksort and how the algorithm changes when the position of the pivot is changed . Some students also enjoyed learning about the concept of stability in sorting .,"In this lecture, students enjoyed learning about the differences between QuickSort and MergeSort. They also liked learning about how the various runtimes for quick sort affect sorting in general."
"There was no extremely common response for this lecture . The two most common responses were threads and synchronization and vectors , especially when they are useful . Other students mentioned confusion over the linked list removal methods , the differences between linked lists and array lists , and algorithm analysis .","Most of the students found nothing confusing. Some didn't fully understand the purpose of a vector, and the differences between LList and AList. A few students also had trouble with the runtime analysis of a linked list, and threading."
"Many students found calculating runtimes and recursion as most interesting concepts . Some others found runtimes differences between Alists and Llists , Big O derivations and math involved in calculating efficiency of data structures as interesting .","The students enjoyed learning about the difference in runtime between Alist and Llist. They also enjoyed the concepts related to recursion, the derivations of the Big-O concept, and the linked-list example."
Many of the students were confused by tree traversals and BST implementation . A few others struggled with the searchtreeinterface and packages .,"Most students found nothing challenging. A few students had trouble with the search tree interface and traversing through the trees. A couple students had some trouble with binary search trees, and one student had trouble understanding recursively traversing the tree."
"Many students expressed confusion over how to implement divide and conquer , while a few others were unsure how to determine if it is the most efficient method . Some other students are still confused about finding runtime formulas and using recursion .",Most students found the divide and conquer method to be the most efficient way to divide the runtime. Some students also found recursion and the base case of the function interesting.
"Most of the class found recursion as interesting . Some of them also found activation records and runtime stacks as interesting . A very few students liked sequential search , factorial and questions about the assignment .","In this lecture, students were interested in implementing recursion, learning about the AR and RTS, and the factorial recursion implementation. They also found sequential searches and the runtime stack interesting."
"Many students found the concepts of runtime analysis , threads and efficiency between binary and sequential search as interesting . Some other students liked synchronization and vectors .","Most students found the efficiency of binary search, the runtimes, and the algorithm analysis interesting. A few students also found the vector class interesting, as well as the circular linked list."
"The students overwhelmingly mentioned trees , in particular binary trees . They noted the novel tree structure and it 's recursive nature . Some mentioned methods used to traverse a tree structure , and how trees may prove useful in the future .","In this lecture, students enjoyed learning about binary trees, tree structures, and how they are used in general. They also enjoyed the analysis of trees and the various types of trees, and the implementation of them."
"There was no overwhelmingly popular answer for this lecture . Some of the common responses include the implementation of trees , iterators , applications of binary trees , and how to assess the size/efficiency of a tree .","In this lecture, the students mostly had trouble with the implementation of binary trees and iterators. They also had trouble understanding how to set up the nodes in a tree, and how to iterate through the structure. Some students also struggled with the recursive definition of trees, and the use of iterators/Iterables."
"All students responded with either mergesort , quicksort , or assessing the runtimes of these sorting algorithms .","Most students found the concepts of QuickSort, MergeSort, and the runtime of quicksort interesting. A few students also mentioned the Big-O of the algorithms and the differences between them."
"There are a few common responses in this prompt . Many students reported confusion over the math presented in the lecture , some specifically mentioning the summation equation . Other students were shaky on amortized time , while others are still struggling with producing runtime equations . It is interesting to note that not a single student responded with `` nothing was confusing '' in this lecture .","Most of the students had trouble understanding the differences between AList and LList, the amortized time of an array, and the asymptotic analysis. A few students also had trouble with the recursion in the list interface."
"Most of the students found the implementation of bags to be the most interesting concept . Some others found ordering in bags , array bags , code examples and resizing concept of bags to be interesting .","In this lecture, students found the implementation of the Bag and ADTs interesting. They also enjoyed learning about arrays and how they are used in general."
"Again , most responses relate to recursion . Some are unsure why they might use recursion instead of a loop , some did not understand the recursive sequential search , and a few more are confused about tracing recursion .","Most students found recursion to be the most interesting topic of the day. Some students also had trouble with sequential search, tracing recursion, and the last three minutes of class."
"Many students were confused by how to remove nodes from a binary search tree , especially if that node had 2 children . Fewer were confused by the add method , or other methods that work on BSTs .","Most of the students had trouble with adding and removing a node from a binary search tree, and deleting a node with more than one child. Some students also had trouble understanding the implementation of BST methods."
"Most of the students found implementation of queues as confusing . Some others found the differences between queues with linked lists and arrays , circular and double linked lists , stacks and queues as confusing .","In this lecture, students were mostly interested in the runtimes of a queue and the linked list. Some students also found the examples helpful, especially the examples of managing nodes via a queue."
"Most of the students found quick sort and merge sort as interesting concepts . Some said sorting runtimes , difference between quick and merge sorts and analyzing Big O of quick sort as interesting .","Most students found the concepts of QuickSort, MergeSort, and the runtime of quicksort interesting. A few students also mentioned the Big-O of the algorithms and the differences between them."
"The students were mainly confused by the implementation details of iterators , and other details of iterators . Some did n't understand how they could be used to improve efficiency , and their use in the context of lists .","Most of the students had trouble with the implementation of iterators, especially the implementation details of the LRB-i- and -RRB- interfaces. Some students also had trouble understanding the difference between internal and external iterators. A few students had some trouble with LLists, and the quick sort and merge sort methods."
"Many of the students are confused by the examples of recursive problems : the towers of Hanoi , the word find algorithm , and the 8 queens problem . Many others are unsure how to implement recursive algorithms in code .","Most students had no issues. Some students had trouble with the backtracking algorithm, and the assignment 3 method. A few students also had some trouble with recursion and the power functions."
Most students reported enjoying learning more about the simple sorts from this lecture . Many specifically mentioned learning that the `` simple '' sorts all have the same Big O runtime . A few other students also mentioned revisiting the Towers of Hanoi problem and reviewing the exam .,Most students found simple sorting methods to be the most interesting part of this lecture. They also found the towers of Hanoi problem interesting. Some students also found insertion sort and the exam stats interesting.
"Students were largely unconfused by the lecture material . Others were confused about specific traversal methods for binary search trees , and the search tree interface used when defining search trees . One student was confused about packages .","Most students found nothing challenging. A few students had trouble with the search tree interface and traversing through the trees. A couple students had some trouble with binary search trees, and one student had trouble understanding recursively traversing the tree."
Many students found the implementation of nodes in the linked lists as confusing . They want to know the situation when the linked lists can be used . The other concepts that were confusing are inner classes and resizable arrays .,"Most of the students found the implementation of a linked list and the use of a bag to be the most challenging part of this lecture. They also struggled with the reasoning behind a class within a class, and the differences between linked lists and arrays. A few students also had trouble with the implementation if an inner class."
Most of the students liked the tower of Hanoi and its 4 lines of code . Some other students said that recursion and backtracking are interesting . The examples and the interactive game are also liked by some students .,"Most students found the recursion problem interesting. They also found the tower of hanoi problem interesting, and the recursive word search program interesting. A few students also mentioned the Hanoi Tower simulation and the game."
"Most of the students found heaps and priority queues as interesting . Some others found finding runtimes , array vs linked structures , up-heap and down-heap as interesting .",Most students found heaps and priority queues interesting. Some also found arrays and run-times interesting. A few students also mentioned the examples on the board and the final.
"Many students were confused about the implementation of the quicksort algorithm , some specifically mentioning using pivot points . Others mentioned the tree execution of mergesort and analyzing the runtimes of these sorting algorithms .",Most students found the implementation of quick sort and mergesort to be the most challenging part of this lecture. Some students also struggled with the run time of quicksort and the power of different pivots in the algorithm.
"Students were interested by the concept of the iterator , and how it can be applied to lists , as well as other data structures . They again noted sorted algorithms , as well as analyses of runtime and efficiency of algorithms .","In this lecture, students found iterators and their uses interesting. They also found merging lists and quick sort interesting. Last, they enjoyed learning about the difference between internal vs. external versions of iterators."
"Most of the students enjoyed the discussion of algorithm efficiency and runtime . There was also a fair amount of griping about the fact that threads are outside the scope of the class , so the students would have to wait another semester to learn about them . Other topics mentioned include the implementation of linked lists , and the vector class .","Most students found the efficiency of binary search, the runtimes, and the algorithm analysis interesting. A few students also found the vector class interesting, as well as the circular linked list."
"It seems like the class is getting to a point where the students are getting confused while trying to keep track of several similar data structures . Several students asked for clarification on the differences between them . Also , some mentioned the different starting index used in the textbook . A couple were n't sure about the use of the assert keyword . Others seemed to want more instruction on the special cases they would need to handle .","Most of the students had trouble with the difference between linked lists, linked bags, and linked lists. Some students also had trouble understanding the assert keyword, and the special cases of each type of list."
"There was no clearly most popular answer for this lecture . Students enjoyed the calculation of average runtimes , comparing the runtimes of different methods -LRB- esp . those of the array and linked lists -RRB- , and recursion in about equal number . A few other students just enjoyed doing some math .","The students enjoyed learning about the difference in runtime between Alist and Llist. They also enjoyed the concepts related to recursion, the derivations of the Big-O concept, and the linked-list example."
"Many students mentioned confusion over the implementation of the bag , specifically why it was necessary to use an array instead of an arraylist . Others were unsure when it would be beneficial to use bags instead of other data structures . Finally , a few students were confused about physical and logical size and how they are implemented .","Most students had trouble with the concepts related to the bag, the interface, and the logical size of an array. Some students also had trouble understanding the difference between an array and an arraylist, and how to use them. A few students had no issues."
Most students enjoyed learning about how stacks and queues are used and implemented . One specific detail that was mentioned was the efficiency of the queue implemented w / a doubly-linked list .,"Most students found the concepts of stacks and queues interesting. They also enjoyed using the queue to solve problems, learning about the various implementations of the stack, and learning about memory leaks and Google Chrome."
"Students were interested by the new , improved sorting methods introduced in class , specifically Merge sort and Shell sort . They noted the improvement over insertion sort , and how this was accomplished using a divide & conquer sorting algorithm .","Most students found the merge sort and the shell sort interesting. They also found the insertion and divide and conquer method interesting. Last, a few students found O -LRB- N -RRB- and the smaller arrays interesting."
"Students were interested by the mathematical analysis of algorithms ' runtimes , using Big O notation . They seemed to care about the efficiency of algorithms like binary search , as well as data structures . Some students mentioned amortized time .","In this lecture, students enjoyed learning about algorithms and their run-times, as well as the math behind them. They also enjoyed comparing the efficiency of various algorithms to nothing at all."
"Confusions on the implementation of quicksort and mergesort were mentioned , including the selection of pivots and how to partition . Some students could use clarification on tree execution and its relation to mergesort .",Most students found the implementation of quick sort and mergesort to be the most challenging part of this lecture. Some students also struggled with the run time of quicksort and the power of different pivots in the algorithm.
"After this lecture , many students were left wondering why they had learned simple sorts -LRB- if they were so bad -RRB- and what kind of better sorting algorithms exist . A few students are still struggling with runtime evaluation , and a few others reported that the Towers of Hanoi handout only confused them further .","Most students found everything clear. They also had trouble with bubble sort, the tower of hanoi, and the efficiency of sorting. Some students also had issues with O -LRB- N ^ 2 -RRB- and the simple sort."
Most of the students found that knowing simple sorts inefficiency as interesting . They liked insertion sorts and the other sorting methods . Some of them also liked towers of Hanoi and review of the exam .,Most students found simple sorting methods to be the most interesting part of this lecture. They also found the towers of Hanoi problem interesting. Some students also found insertion sort and the exam stats interesting.
"Most of the students found queues and implementation of stacks as interesting . Some others liked double linked queues , circular linked lists and the fact that stacks are represented as a class in Java .","Most students found the concepts related to stacks and queues interesting. They also enjoyed learning about the various implementations of the stack, and how they can be used to solve problems."
Most of the students found implementation of merge sort and shell sort as confusing . Some of the students had problems with the efficiency of merge sort . Some wanted to know how to decide on a sorting in practical scenarios .,Most of the students found merge sort and shellsort to be the most challenging. They also struggled with the Run-Time Stack and the implementation of each sorting method.
"Most students found some aspect of linked lists most intriguing of the lecture content ; some mentioned the implementation of the removal methods , while others mentioned the way that lists can easily implement either a FIFO or FILO queue . Two students enjoyed learning about the assert command , and one liked Dr. Ramirez 's sound effects , which is included here because it made me laugh .","In this lecture, students enjoyed learning about the different ways to implement a linked list, and the various special cases of removing and adding to the ADT. They also found the ` List'class interesting."
Most of the students found Iterators and linked lists as interesting . Some of them liked merge sort and quick sort . A few of them liked internal vs external iteration and analyzing runtimes of linked lists .,"In this lecture, students found iterators and their uses interesting. They also found merge sort, quick sort, and the internal vs. external version of iterators interesting."
Most of the students had a question - when to worry about stability in the sorting algorithms ? Some others had problems with runtimes of quick and merge sort and questions of the day . They also want to know when to use quick sort over the merge sort ? -LRB- and vice versa -RRB-,"Most students had trouble understanding the reasoning behind the various algorithms and the run-times of the new ones, as well as the differences between the old and new ones. Some students also had trouble with the stability of the algorithms, especially the merge sort algorithm. A few students also struggled with quick sort and the running time of the algorithm."
"Most of the students had no problems with the lecture . However , some of them found implementing BSTs and tree traversal as confusing . Some others had problems with search tree interface and packages .","Most students found nothing challenging. A few students had trouble with the search tree interface, and the different ways of traversing the trees. A couple students had some trouble with binary search trees, and one student had trouble understanding recursion."
"Many students thought everything was clear . Otherwise , they had various different confusions . The main confusion seemed to be why bother using/learning simple sorts if they 're inefficient , and what exactly makes a O -LRB- n ^ 2 -RRB- sort bad . Other students said they were confused about the exam , and the Towers of Hanoi problem from the handout .","Most students found everything clear. They also had trouble with bubble sort, the tower of hanoi, and the efficiency of sorting. Some students also had issues with O -LRB- N ^ 2 -RRB- and the simple sort."
Students were confused by several different aspects of trees . Some were n't sure of the difference between a full and complete tree . Others did n't understand the author 's code . A couple wanted to know what uses trees could have in practice ; and others had questions about how to get height information .,"Most students had trouble with the binary tree, the difference between a full and a complete tree, and the summation algorithm. Some students also had trouble understanding the differences between the two."
"Most of the student found implementation of heaps as confusing . Some others had problems with up-heap and down-heap , runtimes , adding and removing items .",Most students found heaps and the implementation of priority queues to be the most challenging part of this lecture. Some students also found stacks and down-heaps confusing. A few students had trouble with the runtime of the application.
The most popular response for this lecture was learning about binary trees . Other popular answers included other types of trees/trees in general .,"In this lecture, students enjoyed learning about binary trees, tree structures, and how they are used in general. They also enjoyed the analysis of trees and the various types of trees, and the implementation of them."
"Most of the students enjoyed learning about stacks and how they can be used , especially the example of the parenthesis problem . Other students enjoyed the discussion of BST methods and post - and in-order iterators .","In this lecture, students were interested in the use of the run-time stack and BSTs, as well as the in-order operations of BSTs. They also found the parentheses problem and the iterators interesting."
Most of the students liked the implementation of different methods in BST and deleting nodes from a BST . Some other found BSTs and their similarities with binary search on a sorted array as interesting . Some others like adding nodes to a BST .,"Most students found the binary search tree and its methods interesting. They also enjoyed the different ways to manipulate and obtain data from BSTs, the differences between a binary search and a sorted array, and deleting a node."
Most of the students enjoyed learning about shell and merge sort . Some specifically mentioned that comparing these algorithms to the other simple methods was particularly interesting .,"Most students found the merge sort and the shell sort interesting. They also found the insertion and divide and conquer method interesting. Last, a few students found O -LRB- N -RRB- and the smaller arrays interesting."
"Many students are confused about stability , specifically regarding mergesort , and some are wondering when they should be worried about an algorithm 's stability . A few students were confused by the second QOTD , and a few more are still struggling with evaluating runtimes .","Most students had trouble understanding the reasoning behind the various algorithms and the run-times of the new ones, as well as the differences between the old and new ones. Some students also had trouble with the stability of the algorithms, especially the merge sort algorithm. A few students also struggled with quick sort and the running time of the algorithm."
