reflections,oracle,concepts,generated_summary_beam1,generated_summary_beam2,generated_summary_beam3,generated_summary_beam4,generated_summary_beam5
"The last example was hard for me to understand . I did n't get why we used both Di and di even though they are the same . Relation between Chi-square distribution and sampling distribution Chi distribution last question Series of operations Chi-square Sample distribution of variance chi square chi square Chi square distribution Chi square distribution equations The proof of chi-square distribution some calculation parts Chi square and t square distribution functions Chi-square distribution Chi square distribution chi chi-squared distribution Chi distribution everything The whole concepts in the second hour Chi distribution , sample variance chi squared random variable The second lesson was hard to understand for me . Chi squared distribution chi distrubution . what and how we are going to use it for problems and real life examples chi square chi-square S squared distributed chi squared Chi square distribution İe255 proof of chisquare the difference between Di and d All of the second hour all course was understandable for me today Chi-distribution :-RRB- Everything chi-square Chi-square sample distribution random variables we do n't know Sampling distribution chi squared distribution Chi square distribution Probability Chi square distribution chi square d bar 's when we tried to show the formula the algebra we did chi-square chi random variable Chi Distribution Chi square distribution Chi-squared Chi-square The fact that we do n't have sufficient background to grasp concepts @extractive","Over half the students had trouble with concepts relating to chi-square . A handful struggled with sample distributions and variance , as well as the material in the second hour of class . A couple were confused on the last example and the difference between D and d.","['distributed chi squared', 'sample distribution', 'distribution chi squared', 'real life', 'sampling distribution', 'chi squared distribution', 'random variable', 'distribution chi square', 'chi square', 'distribution function', 'sample variance', 'sufficient background']","Most students found the Chi-square distribution, the sampling distribution, and the proof of the chi-squared distribution as confusing. Some others had problems with the distribution of variance, the difference between Di and D, and probability.","Most students had trouble understanding the Chi-square distribution, the sample distribution, and the derivation of the chi-squared distribution. Some others had trouble with the proof of chi-square distributions, and problems with confidence intervals. A few students had no problems.","Most students had trouble understanding the Chi-square distribution, the sample distribution, and the derivation of the chi-squared distribution. Some students also had trouble with the proof of the distribution and the examples used to illustrate it.","Most students had trouble understanding the Chi-square distribution, the sample distribution, and the derivation of the chi-squared distribution. Some students also had trouble with the proof of chi-square and the distribution in general. A few students had problems with the last question.","Most students had trouble understanding the Chi-square distribution, the sample distribution, and the derivation of the chi-squared distribution. Some students also had trouble with the proof of chi-square and the distribution of variance. A few students didn't understand the difference between Di and D, and how to use the distribution."
Graphical representations showing low/high bias and variance Graphic represantation F distribution graph reading Quality control Bias of an estimator Graphical representation of bias and variance F table interpretation f distribution Point estimate nothing Comparing means of samples Bias Bias Comparing means of two samples Estimation problems estimates four graphics about estimators Nothing Nothing estimating population Graphical representation estimaters Bias Sample estimation Estimators variance estimation F distribution Estimator quality bias bias Nothing estimation qualities Variance Estimation none F distribution estimating population bias Bias graphical demonstration that is used to interpret the variance and bias The bias comparison Point estimate and bias Bias - unbiased bias of an estimator f tables Bias of an estimator F and t distribution 's review Bias f distribution Sample estimation @extractive,"Approximately 30 % of students enjoyed estimators , whether it be for point , sample , population , or quality of . Another 30 % liked bias or bias of an estimator . A handful found F-distribution , the graphical representation of bias/variance , or nothing interesting .","['variance estimation', 'bias comparison']","In this lecture students enjoyed learning about the bias of an estimator, the F distribution, and the sample estimation problem. They also enjoyed the graphical representations of the F and T distributions, and comparing means of samples to mean.","In this lecture students enjoyed learning about bias, the F distribution, sample estimation, and the F table. They also enjoyed the graphical representations of bias and variance, and comparing means of samples.","In this lecture students enjoyed learning about the bias of an estimator, the F distribution, sample estimation, and the point estimate. They also enjoyed the graphical representation of the F and t distributions, and comparing means of samples to samples.","In this lecture students enjoyed learning about the bias of an estimator, the F distribution, sample estimation, and the point estimate. They also enjoyed the graphical representations of the F and t distributions, and comparing means of samples.","In this lecture students enjoyed learning about the bias of an estimator, the F distribution, sample estimation, and the point estimate. They also enjoyed the graphical representation of the F and t distributions, and comparing means of samples."
"Actually nothing was interesting for me Box plot chart normal probability plot Box Tukey 's theorem Boxplot chart Sample coefficient of variation lower quantile upper quantile Normal probability plot Histogram Boxplot Normal probability plot variation The relation between mean , median and mode . The definition of outliers was also interesting . Pareto diagram and interquartile range along with concept of lower and upper whiskers inbox diagram . Boxplot Normal probability plot plotboxes box plot Pareto curve histogram Almost nothing still the beginning of the course . Box Plot learning histograms and mean mods Pie charts The plots are interesting graphs whisker plot Boxplot , quartiles , wiskers Tukey Boxplot and normal probability measure Test muhsin The variability measures of a sample and going through examples I really liked the plotting concepts visualising data , graphs histpgrams outliers l whisker Graphics types box plot and histagrams Box Plot variability measures boxplot uq iq Normal probability plot upper lower quantile Boxplot different types of charts that I havent seen before Lower and upper whisker 's usage charts and the example about median , mode Box plot Drawing boxplot pareto curve Frequency distribution box whisker Boxplot and normal probability plot im not sure Boxplot Pareto curve Quiz questions sample variance formula Boxplot . Features of whiskers and Tukey 's approach to data in terms of IQR are interesting . @extractive","Majority of students were interested in charts and plots , especially box-and-whisker plot and normal probability plot . A few students also found histogram , quartiles , variability measures and Tukey 's theorem interesting .","['sample variance', 'box plot', 'normal probability plot', 'interquartile range']","Most students found the box plot, normal probability plots, and whisker plots interesting. Some others liked the pareto curve, histograms, and the Mean, Mean, and Mode.","Most students found the box plot, normal probability plots, and whisker plots interesting. Some others liked the pareto curve, histograms, and the Mean, Mean, and Mean/Median.","Most students found the box plot, normal probability plot, and whisker plot interesting. Some others liked the pareto curve, histograms, and the mean, median, and mode.","Most of the students found the box plot, normal probability plots, and whisker plots interesting. Some others liked the pareto curve, histograms, and the mean, median, and mode.","Most of the students found the box plot, normal probability plots, and histograms interesting. Some others found the pareto curve, whisker plot, and the mean, median, and mode of variation interesting."
Normalization problem ps questions nothing Ps questions Normal approximation to binomial distribution sampling distributions sampling distribution Nice summary for sampling distribution Sample Distribution Questions in ps normal approximation The calculation of binomial distribution through using normal approximation . Normal approximation Nothing much Normal approximation to binomial distribution ps questions Ps questions nothing the role of n when sampling variance and Mx Clt improved handwriting Normal approx to binomial Sampling distribution Types of questions in ps sampling distributions Sampling distributions nothing Central limit theorem nothing Central limit theorem nothing Ps was nice Normal approximation to Binomial distribution and why we do sampling Binomial distribution normal approximation sample distributions Problem solving dividing squreroot of n Sampling distributions nothing None Nothing PS The fact that everything eventually reaches to normal distribution and this miraculous feature of random variables ... @extractive,"Nine students each found sampling distribution , normal approximation to binomial distributions , PS questions , and nothing equally interesting . A few students most enjoyed central limit theorem .","['sample distribution', 'normal approximation', 'sampling distribution', 'random variable', 'normal distribution', 'binomial distribution']","Most students found the explanation of the sampling distribution and normal approximation to be the most interesting topic of the day. Others liked the central limit theorem, the role of n in sampling, and the role and role of the squreroot of n.","Most of the students found the explanation of the sampling distribution and normal approximation to be the most interesting topic of the day. Some others liked the central limit theorem, the role of n in sampling, and the problem of dividing squreroot of n.","Most of the students found the problem of normal approximation to the binomial distribution and sampling distributions as interesting. Some others liked the central limit theorem, the role of n in sampling, and the discussion of Mx Clt.","Most of the students found the problem of normal approximation to binomial distributions and sampling distributions as interesting. Some others liked the central limit theorem, the role of n in sampling, and the discussion of Mx Clt.","In this lecture students enjoyed learning about the sampling distribution, the normal approximation to the binomial distribution, and the central limit theorem. They also enjoyed solving problems related to n, such as dividing squreroot of n."
"Anova table Multiple linear regression Multiple linear regression Assumptions of regression Assumptions of linear regression Anova table for multiple variables Ps questions anova table and multiple linear reggression annova table and multiple lineer regression Assumptions for regression Ps value of beta 0 Ps questions anova table and regression Nothing Anova Table total valued info Nıthing Regression and applications Goodbye mr baydogan , I will miss you . Multivariable regression analysis of variance everything was clear r square nothing is interesting Nothing much Assumptions about linear regression Anova table three assumptions are interesting The idea of regression Multiple linear regression Thanks for all year . multiple linear regression was very interesting thanks for the whole year CI for b1 @extractive","A quarter of students enjoyed ANOVA/ANOVA table and multiple linear regression . A few noted liking the assumptions of linear regression , nothing , or the PS questions . In addition , some students thanked Mr. Baydogan for a great year !","['multiple linear regression', 'anova table', 'linear regression']","Most students found multiple linear regressions and Anova tables interesting. Some others found beta values, assumptions about regression, and the ANOVA table interesting.","Most students found multiple linear regressions and ANOVA tables interesting. Some others found beta 0, the ANOVA table, and the assumptions of regression interesting.","Most students found multiple linear regressions and ANOVA tables interesting. Some others found beta values, assumptions about regression, and multivariable regressions as interesting.","Most students found multiple linear regressions and ANOVA tables interesting. Some others found beta values, ANOVAs, and multiple lineer regressions as interesting.","Most students found multiple linear regressions and Anova tables interesting. Some others found beta values, assumptions about regression, and the ANOVA table interesting."
"The program R was interesting and good Terms related to statistics the end of course - quiz problem We used computer to generate random data and analyzed it . R codes The situation of overchoosing median to mean in some experimental studies due to having some outliers it was a normal day nothing was interesting Relation between data and distribution . Expectation of lecturer is understanding of basics and concepts . R is also looking really nice , easy and user friendly . R programming examples collecting data a rewind of our previous course -LRB- ie255 -RRB- was very helpful other than that we did not cover much To learn the relation between data and distributions . Thanks to the notions about statistics , everything is more clear for me . Visualizing the data via using r program was also interesting . Comparison of mean , mode and median . Also , the difference btw . Statiscs and probability was very helpful . Alternative solution for the first example was interesting . Also the R program we used was interesting too How the values of median and mean can differentiate collecting data How mean and median can take such different values In today 's class I think the fact that mean and median can be very different is very interating for me . The last question that asked past quizes percentile concept Finding the mode , median and mean in a sample graphic . Like the point that has highest probability is mode Programme called ` R ' Mode , median , mean I found interesting as summarizing numerical data and introduction to R language into the process There was nothing new in the first hour actually . Second hour was way more interesting because we have talked about what we are going to deal with in this course . In the end we have decided which one is median , mode and mean . I think that was the most interesting part . The data and distribution relation was interesting and it can be applied in the real world . Also R programming is looking good they were just definitions so i did n't find anything intetesting R progamming percentile concept the idea of statistics and its relationship with probability . also the coding in r . The brief demo of how r coding works pulled my attention Intro to statistics and R studio . maybe r codes and functions We learnt the main points of statistics median and mean Nothing the monty hall problem R coding is a new thing for me . Collection of data and R graphics were very good for us to understand graphics were very good for us to understand i like the sketching of graphics in R . Last example coding in the computer nothing Location measures of a sample data predicicting further possibilities using the programming language to show statistical data that is very useful to understand current course subject . It was a combination of my knowledge from high school and Ie 255 Quantile/percentile topic was interesting . We did not cover it last semester so it was something new . Also , using Ubuntu which is my favorite OS for R code was interesting . Differences between mean and median Summarising numerical data without knowing the distributions by just looking at the data . variance of the sum of the faces of two dice question There were n't a lot of new material , but R programming seems to be interesting . quantile \ percentile computing variance of sumbof two random variables just adding them Learning about quantile median mode mean and difference between them İn addition the difference and connection between population and sample , parameter and statistic the diagrams -LRB- tables -RRB- in the r program were nice R programming , Quantile percentile the r programming @extractive","A lot of students were interested in R Programing and the Difference between Mode , Median and Mean . Some students also found the Collection of Data , Percentile concepts and the Relation between Data and Distribution interesting .","['numerical data', 'normal day', 'sample data', 'random variable', 'random data', 'collecting data', 'statistical data', 'median mode']","Most students found the topic of R programming and the quantile/percentile concept interesting. They also found the differences between mean and median, mode, and the difference between them, and their relation to the distribution interesting. Some students found nothing interesting.","Most students found R programming and the quantile/percentile concept interesting. They also found the differences between mean and median, mode, and mean and mean/min/min, and the difference between them interesting. Last, a few students liked the monty hall problem and the R code examples.","Most students found R programming and the quantile/percentile concept to be the most interesting part of this lecture. They also found the differences between the mean, median, and mode, and the difference between them interesting. Last, a few students found the monty hall problem interesting.","In this lecture, students were interested in the quantile/percentile concept, R programming, and the differences between mean and median. They were also interested in finding the mode, median, and mean in a data set.","Most of the students found R programming and the quantile/percentile concept to be the most interesting part of this lecture. They also found the differences between the mean, median, and mode, and the difference between them interesting. Last, a few students found the monty hall problem interesting."
Nothing Least squares i didnt get dummy variables Error calculation and line drawing Graphs Introducing dummy variables & ordinal variables Nothing Least squares method and stuff after that method PS questions Regression regression conceptualisation first part Nothing Ps question 6 the graph of regression variable Y representing linearity and interpretation mean and variance in this graph regression and beta I think the dummy variables needed more detail . Also I do n't quite understand nominal variables . Nothing Calculations we did in the end of the second hour last lecture Least absolute deviation There was nothing . Dummy variables Nothing b1 and derivation cathegorical and ordinal variables Nothing new topic is confusing the topic sounded simple so i didnt have any problem nothing Regression linear regression and details everything was clear the way all stuff looks similar confuses me Least squares method linear reggression modeling Y variable linearity regression Nothing None least square deviation The solution for the parameters Nothing Methods of Regression everything was quite clear today least square method Why Y have normal dist with 0 mean ? @extractive,"Around 30 % of students found everything clear . Students were mostly confusing with Linear Regression , types of variables including Dummy variable , Ordinary variable , nominal variable and Y variable linearity . Few Students also pointed out graphs which are confusing .","['absolute deviation', 'square method', 'square deviation', 'linear regression']","Most students had no problems with this lecture. Some students had trouble with the least squares method, the graph of regression, and the derivation of the regression variables. Some others had trouble understanding the dummy variables.","Most students had no problems with this lecture. A few students had trouble with the least squares method, and the graph of regression variables. Some students had problems with the derivation of linear regression, and nothing at all.","Most students had no problems with this lecture. A few students had trouble with the least squares method, the graph of regression variables, and the derivation of linear regression. Some students had problems with the dummy variables.","Most students had no problems with this lecture. A few students had trouble with the least squares method, the graph of regression variables, and the derivation of ordinal variables.","Most students had no problems with this lecture. A few students had trouble with the least squares method, the graph of regression variables, and the derivation of linear regression."
Questions in ps P-value approach critical point approach p value approach Nothing was interesting . I attended the PS only . P value approach p value approach All point is clear problem session / old quiz questions Different approaches of hypothesis testing P approach p value approach Nothing p value 1 and 2 error Critical value approach P value hypothesis testing and applications p value approach test statistic approach P value and alfa comparison confidence interval with h0 h1 Comparing c and p Ps questions everything the types of approach Type 1 error Type 1 error review Questions of ps Nothing difference btw alfa and p P value approach P Value Approach confidence interval with chi square distributions Computing type 1 error is very interesting . Also the different approaches are interesting p value approach Nothing was interesting today @extractive,"Almost 40 % of students enjoyed the p-value approach . A handful liked PS questions , and a few enjoyed Type I/II errors -LRB- but primarily Type I -RRB- or nothing . In addition , a few stated that critical value approach was their favorite .","['quiz question', 'confidence interval', 'chi square distribution', 'chi square', 'hypothesis test', 'hypothesis testing', 'test statistic']",Most students found the P-value approach and type 1 error interesting. Some others liked the confidence interval and critical point approaches. A few students liked the ps questions and the different approaches to hypothesis testing.,Most students found the p value approach and type 1 error interesting. Some others liked the confidence interval and critical point approaches. A few students liked the ps questions and Alfa comparison.,"Most students found the p value approach and type 1 error interesting. Some others liked the confidence interval, critical point approach, and the questions in the practice session.","Most students found the p value approach and type 1 error interesting. Some others liked the confidence interval, critical point approach, and the questions in the practice session.","In this lecture students were interested in the P value approach, type 1 error, confidence intervals, hypothesis testing, and critical points. Students also liked the questions in the practice session."
"Actually nothing was interesting for me Box plot chart normal probability plot Box Tukey 's theorem Boxplot chart Sample coefficient of variation lower quantile upper quantile Normal probability plot Histogram Boxplot Normal probability plot variation The relation between mean , median and mode . The definition of outliers was also interesting . Pareto diagram and interquartile range along with concept of lower and upper whiskers inbox diagram . Boxplot Normal probability plot plotboxes box plot Pareto curve histogram Almost nothing still the beginning of the course . Box Plot learning histograms and mean mods Pie charts The plots are interesting graphs whisker plot Boxplot , quartiles , wiskers Tukey Boxplot and normal probability measure Test muhsin The variability measures of a sample and going through examples I really liked the plotting concepts visualising data , graphs histpgrams outliers l whisker Graphics types box plot and histagrams Box Plot variability measures boxplot uq iq Normal probability plot upper lower quantile Boxplot different types of charts that I havent seen before Lower and upper whisker 's usage charts and the example about median , mode Box plot Drawing boxplot pareto curve Frequency distribution box whisker Boxplot and normal probability plot im not sure Boxplot Pareto curve Quiz questions sample variance formula Boxplot . Features of whiskers and Tukey 's approach to data in terms of IQR are interesting . @extractive","Students overwhelmingly enjoyed boxplots and its lower and upper quartiles . In addition , a few students also enjoyed normal probability plots , as well as graphs/charts in general . Another small group found histograms and Pareto diagrams interesting as well .","['sample variance', 'box plot', 'normal probability plot', 'interquartile range']","Most students found the box plot, normal probability plots, and whisker plots interesting. Some others liked the pareto curve, histograms, and the Mean, Mean, and Mode.","Most students found the box plot, normal probability plots, and whisker plots interesting. Some others liked the pareto curve, histograms, and the Mean, Mean, and Mean/Median.","Most students found the box plot, normal probability plot, and whisker plot interesting. Some others liked the pareto curve, histograms, and the mean, median, and mode.","Most of the students found the box plot, normal probability plots, and whisker plots interesting. Some others liked the pareto curve, histograms, and the mean, median, and mode.","Most of the students found the box plot, normal probability plots, and histograms interesting. Some others found the pareto curve, whisker plot, and the mean, median, and mode of variation interesting."
Nothing Paired observations Quiz too fast paired t test Paired t test Review was interesting Ps questions about p test problem session 1st question Statistic test Paired Observation Ps questions test statistics distributions Nothing Nothing p value detailed Nothing was interesting problem session and new questions Nothing 1st question in ps Paired observations p value and details Nothing everything was clear T value pair test i could n't find anything interesting Nothing review of hypothesis test and ps questions Ps questions good nothing is interesting Pooled variance Reviewing is okey different approaches for hypothesis testing was very interesting today review of the topics was clear Same things were covered @extractive,"23.5 % of students found Paired Observation like Paired T test mostly interesting . Another 20.5 % of students found problem session questions interesting . Several students also were interested in P Value , Review of Hypothesis Testing and Pooled Variance .","['pair test', 'hypothesis test', 'hypothesis testing', 'test statistic']","Most students found paired observations and paired observations interesting, as well as the review of the hypothesis test and the ps questions. Some students found pooled variance and p values interesting.","Most students found paired observations and the paired t test interesting, as well as the review of the topics. A few students found pooled variance and the p value interesting.","Most students found paired observations and the paired t test interesting, as well as the review of hypothesis testing. A few students found pooled variance and the p value interesting.","Most students found paired observations and the paired t test interesting, as well as the review of hypothesis testing. A few students found pooled variance and the p value interesting.","Most students found paired observations and the paired t test interesting, as well as the review of hypothesis testing. A few students found pooled variance and the p value interesting."
"The last example was hard for me to understand . I did n't get why we used both Di and di even though they are the same . Relation between Chi-square distribution and sampling distribution Chi distribution last question Series of operations Chi-square Sample distribution of variance chi square chi square Chi square distribution Chi square distribution equations The proof of chi-square distribution some calculation parts Chi square and t square distribution functions Chi-square distribution Chi square distribution chi chi-squared distribution Chi distribution everything The whole concepts in the second hour Chi distribution , sample variance chi squared random variable The second lesson was hard to understand for me . Chi squared distribution chi distrubution . what and how we are going to use it for problems and real life examples chi square chi-square S squared distributed chi squared Chi square distribution İe255 proof of chisquare the difference between Di and d All of the second hour all course was understandable for me today Chi-distribution :-RRB- Everything chi-square Chi-square sample distribution random variables we do n't know Sampling distribution chi squared distribution Chi square distribution Probability Chi square distribution chi square d bar 's when we tried to show the formula the algebra we did chi-square chi random variable Chi Distribution Chi square distribution Chi-squared Chi-square The fact that we do n't have sufficient background to grasp concepts @extractive","Majority of students were confused about the Chi-squared Distribution . Some students had trouble with Sampling Distribution , Sample variance and the notation difference between `` Di '' and `` di '' . Several students found hard to keep up with the second hour of the lecture .","['distributed chi squared', 'sample distribution', 'distribution chi squared', 'real life', 'sampling distribution', 'chi squared distribution', 'random variable', 'distribution chi square', 'chi square', 'distribution function', 'sample variance', 'sufficient background']","Most students found the Chi-square distribution, the sampling distribution, and the proof of the chi-squared distribution as confusing. Some others had problems with the distribution of variance, the difference between Di and D, and probability.","Most students had trouble understanding the Chi-square distribution, the sample distribution, and the derivation of the chi-squared distribution. Some others had trouble with the proof of chi-square distributions, and problems with confidence intervals. A few students had no problems.","Most students had trouble understanding the Chi-square distribution, the sample distribution, and the derivation of the chi-squared distribution. Some students also had trouble with the proof of the distribution and the examples used to illustrate it.","Most students had trouble understanding the Chi-square distribution, the sample distribution, and the derivation of the chi-squared distribution. Some students also had trouble with the proof of chi-square and the distribution in general. A few students had problems with the last question.","Most students had trouble understanding the Chi-square distribution, the sample distribution, and the derivation of the chi-squared distribution. Some students also had trouble with the proof of chi-square and the distribution of variance. A few students didn't understand the difference between Di and D, and how to use the distribution."
2 graph i get every point comparing two distributions and finding c accordingly Calculating type 2 error type 2 error P value I got everything nothing was confusing Nothing Nothing Type 2 error interpretation Relationship between type 1 and type 2 error Nothing was confusing or needed more detail type 2 error Not confusing Everthing was OK nothing is confusing Type 2 error nothing was confusing Everything was completely clear . Nothing requires more explanation I got every point Nothing was that confusing @extractive,"Over half of students found nothing confusing . A handful were still troubled with Type II error . One student each had issues with finding c , the p-value , and the relationship between Type I and II error .",[],"Most students found type 2 error and type 1 error confusing. Some others had problems with the relationship between type 1 and type 2 errors, finding the P value, and comparing two distributions.","Most students found type 2 error and type 1 error as confusing. Some others had problems with the relationship between type 1 and type 2 errors, finding the P value, and comparing two distributions and finding c accordingly.","Most students found type 2 error and type 1 error as confusing. Some others had problems with the relationship between type 1 and type 2 errors, finding the P value, and comparing two distributions and finding c accordingly.","Most students found type 2 error and type 1 error as confusing. Some others had problems with the relationship between type 1 and type 2 errors, finding the P value, and comparing two distributions. A few students had trouble with type 2 distributions.","Most students found type 2 error and type 1 error confusing. Some others had problems with the relationship between type 1 and type 2 errors, finding the P value, and comparing two distributions. A few students had trouble with type 2 distributions."
Questions in ps P-value approach critical point approach p value approach Nothing was interesting . I attended the PS only . P value approach p value approach All point is clear problem session / old quiz questions Different approaches of hypothesis testing P approach p value approach Nothing p value 1 and 2 error Critical value approach P value hypothesis testing and applications p value approach test statistic approach P value and alfa comparison confidence interval with h0 h1 Comparing c and p Ps questions everything the types of approach Type 1 error Type 1 error review Questions of ps Nothing difference btw alfa and p P value approach P Value Approach confidence interval with chi square distributions Computing type 1 error is very interesting . Also the different approaches are interesting p value approach Nothing was interesting today @extractive,"Most of students were interested in different approaches of hypothesis testing including P Value Approach and Critical Value Approach . Some students also found problem session questions , type 1 error and confidence interval interesting .","['quiz question', 'confidence interval', 'chi square distribution', 'chi square', 'hypothesis test', 'hypothesis testing', 'test statistic']",Most students found the P-value approach and type 1 error interesting. Some others liked the confidence interval and critical point approaches. A few students liked the ps questions and the different approaches to hypothesis testing.,Most students found the p value approach and type 1 error interesting. Some others liked the confidence interval and critical point approaches. A few students liked the ps questions and Alfa comparison.,"Most students found the p value approach and type 1 error interesting. Some others liked the confidence interval, critical point approach, and the questions in the practice session.","Most students found the p value approach and type 1 error interesting. Some others liked the confidence interval, critical point approach, and the questions in the practice session.","In this lecture students were interested in the P value approach, type 1 error, confidence intervals, hypothesis testing, and critical points. Students also liked the questions in the practice session."
"Boxplot is somewhat confusing since it was a new thing to understand Nothing nothing Necessity of whisker Last topic , normal probability plot Nothing Lower and upper whisker , box plot quantiles sample coefficient of variation Box and whisker . Especially the last diagram about the children stuffs . We need to make more exercise about concepts . Nothing The reason why we divided variation by -LRB- n-1 -RRB- instead of n , normal probability plot . graphical implications Nothing . Normal probability distribution . Nothing Normal probability plot normal distribution plot coefficient of variance Box plot xs nothing was confusing everything was clear Normal Probability Pot i need more detail about normal distributions and theoretical probabilities New graphs The last topic about red line and black dots was confusing . I can not match them with the normal distribution clearly in my head extreme points and some theoratical things nothing Nothing Histograms Test muhsin Why sample variance involves 1/n -1 instead of 1/n Nothing nothing median box whisker Quarters i need to review 255 more . distributions mostly Normal Probablity Plot whisker the last part whisters Normal probability plot and its relationship with probability i did understand everything well Nothing box plot chart The last part nothing . Normal distribution plot Matching the boxplots and pdf 's nothing Nothing , I just need to go over by myself outliers Nothing boxplot chart Variability measures Box plot Nothing nothing I could n't , in general , focus in class . I 'll need to practice tho concepts later . @extractive","Approximately 1/3 of students understood everything . A fifth of students did n't fully grasp box plots/related concepts , and another fifth struggled with normal probability plots . A handful of students did n't understand the last part of class , as well as sample coefficients of variation .","['sample coefficient', 'sample variance', 'red line', 'box plot', 'normal probability plot', 'normal distribution']","Most students found the box plot, normal probability plot, and the last part of the lecture challenging. Some students also struggled with the whisker, the sample coefficient of variation, and outliers.","Most students had trouble with the box plot, normal probability plot, and the last part of the lecture. Some students had problems with the whisker, the histograms, and sample variance.","Most students had trouble with the box plot, normal probability plot, and the last part of the lecture. A few students had problems with the whisker, the histograms, and sample variance.","In this lecture, students had trouble with the box plot, normal probability plot, and the last part of the lecture. They also had trouble understanding the sample coefficient of variation and the need for the whisker.","In this lecture, students had trouble with the box plot, normal probability plot, and the last part of the lecture. They also had trouble understanding the whisker and the sample coefficient of variation."
Fail to reject H0 and finding a C Last example class discussion is confusing Type 2 error Nothing was confusing . Students ' asking too many questions that are either irrelevant to the lecture or about topics we will see later type 1 error and the last problem Nothing why did we find probability that X > = 28 instead of X = 28 ? type 1 type 2 error Nothing relationship between c and confidence interval Nothing Hypothesis testing related topics class discussions was confusing I could n't understand how we choose significance level . How did we decide it to be 0.01 ? Discussions in the class nothing deciding the value of c by looking at the hypothesis type Nothing Hypothesis testing type 1 and 2 error the probability of rejecting H0 Nothing Nothing type 1 error and type 2 error nothing is confusing Type 1 error Type 1 Error Nothing h1 h0 hypothesis nothing we did not covered Critical and H0 C value mistakenly rejected or not Need to choose probability for finding c value nothing spesific i think . that is what i believe nothing Nothing was confusing or needed more details nothing was confusing or needed more details the meaning of critical value c Finding a point C finding critical point Everything was clear examples difference between rejection h0 by mistake and failing to reject h0 Nothing nothing et all Nothing nothing was muddiest pt . I think type 2 error and null hypothesis requires additional detail to make things more clear . Especially the last question choosing c and type 1 error The way of choosing X * @extractive,"Around 36 % percent of students found everything clear . Most of confusing concepts involves Type 1 and 2 Error , Hypothesis Testing , Difference between H0 and H1 and finding Critical value . Some students also mentioned class discussion was confusing .","['confidence interval', 'class discussion', 'significance level', 'null hypothesis', 'hypothesis type', 'additional detail']","Most students found type 1 error, critical value, and H0 hypothesis confusing. Some students also had problems with the last problem, the hypothesis type, and the choice of significance level.","Most students found type 1 error, critical value, and hypothesis testing as confusing. Some students had problems with the last example, finding the critical point, and the relationship between confidence intervals and hypothesis type.","Most students found type 1 error, critical value, and hypothesis testing as confusing. Some students also had problems with H0, finding a critical point, and the last problem.","Most students found type 1 error and type 2 error confusing, finding critical points, and finding the value of C as confusing. Some students had problems with the hypothesis type, finding H0, and deciding on the probability of rejecting H0. A few students had no problems.","Most students found type 1 error, critical value, and hypothesis testing as confusing. A few students had problems with the last example, the relationship between c and confidence interval, and nothing at all."
"F distribution written in the manner of msr/mse Confidence interval of beta1 Hypothesis testing in regression Confidence interval for beta1 Anova Regression confidence interval for beta1 Calculations related to variation relationship btw t ^ 2 and f distribution ANOVA table regression and ss Nothing B0 and B1 approaches Anova Regression and applications confidence interval for B1 anova Confidence interval for beta ANOVA b0 and b1 anova Nothing everything was clear MSE there is nothing interesting to say about Regression beta 1 Regression and expected value of Y Sst , ssr and sse analysis of variation The distribution of error noting etall yuppi Reading Anova table ANOVA Table was interesting ssr and sst were the interesting parts of todays lecture ANOVA analysis of variance was clear ANOVA -LRB- analysis of variance -RRB- @extractive","Student mostly found ANOVA Table -LRB- Analysis of Variance -RRB- and Confidence Interval for Beta1 interesting . Some students also were interested in Regression , SST , SSR & SSE , and F distribution .","['confidence interval', 'variation relationship']","Most students found regression and ANOVA interesting. Students also found confidence intervals for beta1, ANOVA tables, and the F distribution interesting.","Most students found regression and ANOVA interesting, as well as confidence intervals for beta1, the F distribution, and the ANOVA table interesting. Students also found Ssr, MSE, and SST interesting.","Most students found regression and ANOVA interesting, as well as confidence intervals for beta1, ANOVA tables, and the F distribution interesting. Some others found MSE, Ssr, and SST interesting.","Most students found regression and ANOVA interesting, along with confidence intervals for beta1, ANOVA tables, and the F distribution interesting. A few students found MSE, Ssr, and SST interesting.","Most students found regression and ANOVA interesting, as well as confidence intervals for beta1, the F distribution, and the ANOVA table interesting. Students also found Ssr, MSE, and SST interesting."
